sex,prev_residence_place,age,cur_eco_activity,marital_status,household_position,citizenship,household_size,economic_status,country_birth,edu_level,occupation
female,1,12,138,2,1121,1,112,111,1,3,1
male,1,4,138,2,1140,3,111,120,1,5,0
male,1,9,122,2,1122,1,114,120,1,2,1
female,2,9,137,2,1122,1,113,111,1,3,1
male,1,8,136,2,1121,1,112,111,1,2,1
male,1,12,124,2,1121,1,112,111,1,5,1
male,1,10,135,2,1110,1,125,111,1,1,0
male,1,4,131,1,1122,1,113,111,1,2,1
female,1,8,135,2,1122,1,113,111,1,5,0
female,1,5,135,1,1122,1,114,111,1,3,0
female,1,12,111,2,1122,1,125,111,1,5,1
male,1,11,122,2,1131,1,112,111,1,3,0
male,1,6,131,3,1220,1,113,120,3,4,0
female,1,8,122,2,1122,1,113,111,1,4,1
male,1,12,137,4,1121,1,112,111,1,3,0
male,1,12,133,2,1122,1,113,111,1,1,0
female,1,8,138,1,1122,1,114,111,1,3,1
female,2,10,131,1,1122,1,114,111,1,3,1
male,1,4,131,1,1132,1,113,111,1,3,1
male,1,9,138,2,1131,1,112,111,1,5,1
male,1,10,135,2,1110,1,114,111,1,3,0
female,1,10,131,2,1110,1,113,111,1,2,0
male,1,11,135,4,1110,1,125,111,1,5,0
female,1,8,134,2,1122,1,113,111,1,5,1
male,1,9,133,2,1122,1,125,111,1,3,1
male,1,11,131,2,1210,1,111,111,1,5,1
male,1,8,132,2,1121,1,112,111,1,3,1
female,1,8,133,2,1121,1,112,120,1,1,1
female,1,7,133,2,1140,1,112,111,1,1,0
male,1,8,138,2,1121,1,112,111,1,2,1
female,1,10,122,2,1122,1,114,111,1,2,0
female,1,8,139,2,1121,1,112,120,1,2,1
male,1,8,135,2,1122,1,114,111,1,5,1
male,1,12,136,2,1122,1,114,111,1,3,0
female,1,8,135,2,1122,1,114,120,1,1,1
female,1,8,131,2,1210,2,111,111,1,3,0
male,1,8,136,1,1210,1,111,111,1,2,0
female,1,8,133,2,1140,1,125,111,1,2,0
male,1,4,132,1,1110,1,114,112,1,3,0
female,1,9,133,2,1132,1,114,120,1,3,0
female,1,5,135,1,1110,1,113,112,1,2,0
female,1,8,122,4,1122,1,114,120,1,3,1
male,1,5,133,1,1122,1,114,111,1,2,0
female,1,4,131,1,1121,1,126,112,1,5,0
female,1,9,135,4,1110,1,126,111,1,1,1
male,1,9,136,2,1122,1,114,111,1,3,0
male,1,8,122,2,1122,1,113,111,1,2,1
female,1,11,124,2,1122,1,114,111,1,3,0
female,1,9,137,2,1122,1,114,111,1,2,1
female,1,9,139,2,1122,1,125,111,1,2,1
female,1,11,135,1,1210,1,111,111,3,3,0
male,1,10,138,2,1122,1,114,120,1,3,1
female,1,11,138,2,1210,1,111,111,1,5,0
male,1,6,131,1,1131,1,112,111,1,5,0
female,1,11,131,2,1131,1,112,120,1,5,1
female,1,6,135,1,1121,1,112,111,1,5,0
male,1,7,135,2,1122,1,114,111,1,5,1
female,1,13,138,3,1210,1,111,111,1,3,0
male,1,8,135,2,1121,1,112,111,1,2,0
female,1,10,138,2,1210,1,111,111,1,3,0
male,1,8,135,2,1121,1,112,120,1,5,1
female,1,5,131,1,1110,1,126,112,1,2,0
male,1,12,137,2,1122,1,114,111,1,5,1
male,1,7,133,2,1210,1,111,111,1,2,0
male,1,5,134,1,1110,1,125,112,1,1,0
male,1,9,134,2,1210,1,111,111,1,5,1
male,1,10,122,1,1132,1,114,111,1,3,0
male,1,5,131,1,1110,1,126,112,1,5,0
male,2,7,135,1,1131,1,112,111,1,3,0
female,1,6,122,2,1110,1,112,111,1,3,0
male,2,6,111,2,1110,2,111,112,3,1,1
male,1,8,131,2,1210,1,111,111,1,5,0
male,1,10,132,2,1122,1,113,111,2,0,1
female,1,8,138,2,1210,1,111,111,1,5,0
female,1,7,131,2,1131,1,112,111,1,1,0
male,1,12,131,2,1110,1,112,111,1,3,0
female,1,11,138,2,1140,1,112,111,1,2,1
male,1,6,131,2,1122,1,113,111,1,4,0
female,1,11,135,2,1210,1,111,120,1,2,1
male,1,6,135,1,1131,1,112,111,1,5,1
female,1,8,139,1,1122,1,114,111,1,3,0
male,1,7,138,1,1122,1,114,111,1,2,0
female,1,9,136,2,1122,1,125,120,1,2,1
female,1,10,137,2,1122,1,113,111,1,2,0
female,1,4,138,1,1110,1,114,112,1,3,0
male,1,13,131,2,1131,1,112,111,1,5,0
female,1,10,137,2,1122,1,126,120,1,2,1
male,1,11,122,2,1121,1,112,120,1,5,1
female,1,10,122,2,1122,1,114,111,1,1,0
male,1,7,139,2,1122,1,114,111,1,3,0
female,1,6,111,1,1122,1,113,120,1,5,1
male,1,9,139,2,1122,2,113,111,1,1,0
female,1,9,131,2,1122,1,114,111,1,3,1
female,1,12,136,3,1210,1,111,111,2,1,0
male,1,7,138,1,1122,2,113,111,1,5,0
female,2,4,133,1,1131,1,112,112,1,5,1
male,1,10,132,2,1122,1,114,111,1,4,0
male,1,5,131,1,1110,1,125,112,1,1,0
female,1,11,138,2,1110,1,114,111,1,4,1
male,1,10,122,2,1210,1,111,111,1,5,0
female,1,12,137,2,1131,1,112,111,1,5,1
female,1,5,135,1,1110,1,125,112,1,3,0
female,1,9,133,2,1122,1,114,111,1,2,0
male,1,10,132,2,1121,1,112,111,1,3,1
male,1,10,133,2,1122,1,113,111,1,5,0
male,1,5,139,1,1121,1,112,111,1,5,1
female,1,6,138,1,1122,1,113,111,1,3,0
male,1,10,137,2,1122,1,114,111,1,5,1
female,1,5,134,1,1131,1,112,111,1,5,0
male,1,11,131,2,1210,1,111,111,1,2,0
female,1,5,138,1,1122,1,125,111,1,1,1
female,1,10,131,2,1122,1,114,111,1,3,0
female,1,10,139,2,1131,1,112,111,1,3,1
male,1,7,122,2,1122,1,114,111,1,5,1
male,1,4,131,1,1122,1,114,111,1,3,0
female,1,5,138,1,1110,1,126,112,1,2,0
female,1,8,139,2,1122,1,113,111,1,3,1
male,1,8,137,2,1122,1,114,111,1,2,1
female,1,6,138,1,1121,1,112,111,1,3,0
male,1,6,133,1,1122,1,126,120,3,3,1
female,1,4,131,1,1131,1,125,112,1,3,0
male,1,5,133,1,1122,1,113,111,3,5,1
male,1,6,122,1,1131,1,112,111,1,5,1
male,1,9,136,2,1210,1,111,111,1,3,0
female,1,7,135,2,1121,1,112,111,1,2,0
male,1,11,138,2,1210,1,111,111,1,5,1
male,1,4,131,3,1131,1,112,111,2,1,0
male,1,11,138,2,1110,1,114,111,1,5,0
female,1,5,131,1,1110,1,113,111,1,3,0
female,1,6,135,2,1132,1,113,111,1,2,1
female,1,7,135,2,1110,1,125,111,1,2,0
female,1,5,131,1,1122,1,114,111,1,5,1
female,1,5,135,1,1121,1,112,111,1,1,1
male,1,11,122,2,1121,1,112,111,1,5,0
male,1,9,111,4,1110,1,125,111,1,3,1
male,1,7,122,2,1121,1,113,111,2,3,1
female,1,5,139,1,1210,1,111,111,1,3,1
male,1,6,135,1,1122,1,113,111,1,5,0
female,1,9,131,1,1122,1,114,111,1,3,1
female,1,5,132,1,1122,1,114,111,1,2,0
female,1,12,135,2,1210,1,111,120,1,4,1
female,1,12,131,2,1121,1,112,111,1,5,0
male,1,11,122,2,1121,1,112,111,1,3,0
female,1,10,122,2,1131,1,112,111,1,2,1
female,1,7,131,4,1131,1,112,111,3,3,0
male,1,10,135,2,1121,1,112,120,1,3,1
male,1,9,137,2,1131,1,112,111,1,4,0
female,1,7,139,2,1122,1,125,111,1,5,1
male,1,8,131,1,1122,1,114,111,3,3,0
male,1,5,132,2,1131,2,126,111,1,5,0
male,1,11,137,2,1121,1,112,111,1,5,1
female,1,9,134,2,1131,1,112,111,1,5,0
female,1,9,136,2,1210,1,111,111,1,3,0
male,1,9,138,2,1121,1,112,111,1,5,1
male,1,8,122,2,1131,1,112,111,1,3,1
female,1,5,131,1,1131,1,112,111,1,2,1
female,1,10,136,2,1121,1,112,111,1,5,0
female,1,7,131,1,1132,1,114,111,1,5,0
female,1,9,135,2,1121,1,112,111,1,3,1
male,1,5,136,1,1132,1,114,111,1,3,0
female,1,4,135,1,1131,1,112,112,1,4,0
female,1,6,135,1,1131,1,112,111,1,5,0
female,1,10,135,2,1121,1,112,111,1,3,0
female,1,12,133,2,1122,1,114,111,1,5,1
female,1,6,131,1,1210,1,111,111,1,3,1
male,1,11,124,2,1121,1,112,111,1,2,0
male,1,12,136,2,1131,1,112,111,1,5,0
male,1,5,135,1,1210,1,111,111,1,2,0
female,1,10,135,3,1122,1,114,111,1,3,0
female,1,5,131,1,1110,1,125,112,1,5,0
female,1,11,132,2,1121,1,112,111,1,5,0
female,1,6,135,2,1122,1,114,111,1,2,1
male,1,11,122,2,1122,1,125,111,1,2,1
female,1,7,139,2,1121,1,112,111,1,5,0
male,1,9,131,2,1122,1,114,111,1,3,1
female,1,5,131,1,1220,1,114,112,1,5,0
male,1,7,135,4,1210,1,111,111,1,5,1
female,1,9,135,4,1140,1,114,111,1,3,0
female,1,11,139,2,1132,1,125,111,1,1,0
male,1,8,122,2,1122,1,114,111,1,4,1
female,1,10,133,2,1122,1,126,111,1,3,0
female,1,8,135,2,1122,1,114,120,1,4,1
female,1,9,138,1,1121,1,112,111,1,5,0
female,1,4,131,1,1110,1,114,112,1,1,0
male,1,7,122,2,1121,1,112,111,1,5,1
male,1,11,133,2,1122,1,113,111,1,3,0
female,1,15,138,2,1122,1,113,111,1,3,1
male,1,11,122,4,1131,1,112,111,3,1,0
female,1,6,138,1,1121,1,112,111,1,3,0
male,1,9,135,2,1121,1,112,111,1,5,0
male,1,11,122,2,1131,1,112,111,1,5,0
female,1,7,135,1,1122,1,125,111,1,2,0
male,1,9,135,2,1122,1,113,111,1,1,0
female,1,9,122,1,1121,2,114,111,1,1,0
male,1,5,131,1,1110,1,125,112,1,2,0
female,1,7,139,1,1121,1,112,111,1,3,0
male,1,5,136,1,1131,1,112,111,1,3,0
female,2,6,134,1,1110,3,113,111,1,1,0
female,1,8,131,2,1122,1,114,111,1,3,1
male,1,11,136,2,1122,1,113,120,1,3,1
male,1,7,136,2,1122,1,114,111,1,5,0
female,1,9,139,2,1110,1,114,111,1,3,0
female,1,4,131,1,1131,1,112,112,1,3,0
female,1,4,131,1,1110,1,113,112,1,3,0
male,1,7,131,2,1122,2,113,111,1,1,0
female,1,9,138,1,1122,1,126,120,1,2,1
male,2,11,134,4,1110,3,111,112,1,4,0
male,1,8,131,2,1122,1,114,111,1,5,0
male,1,4,135,1,1110,1,114,112,1,3,0
male,1,9,133,2,1121,1,112,111,1,3,0
female,1,9,138,2,1122,1,114,111,1,5,1
female,1,13,136,2,1122,1,113,111,1,5,1
male,1,8,111,2,1210,1,111,111,1,3,1
male,1,7,124,2,1121,1,112,111,2,5,0
female,1,7,138,2,1122,1,114,111,1,5,1
male,1,6,122,1,1210,1,111,111,1,2,0
female,1,9,136,2,1131,1,112,111,1,3,0
male,1,11,124,2,1122,1,114,111,1,5,1
female,1,4,138,1,1131,1,112,112,1,5,0
female,1,8,135,2,1122,1,113,111,1,3,1
female,1,7,135,2,1122,1,114,111,1,2,0
male,1,11,133,2,1122,1,114,111,1,5,0
male,1,13,137,3,1210,1,111,111,1,3,0
male,1,6,134,1,1131,1,112,111,1,3,0
male,1,6,134,4,1210,1,112,120,2,5,0
male,1,8,136,2,1121,1,112,120,1,3,1
female,1,12,111,2,1122,1,125,120,1,2,1
female,1,8,131,1,1131,1,112,111,1,3,0
female,1,9,131,2,1140,1,113,111,1,2,0
male,1,4,131,1,1110,1,114,112,3,1,0
female,1,8,135,2,1122,1,113,111,1,2,0
male,1,4,122,1,1110,1,114,112,1,2,0
female,1,10,138,2,1122,1,113,111,1,3,1
male,1,11,133,4,1110,1,112,111,1,2,1
female,1,7,138,2,1131,1,112,111,1,3,0
male,1,11,134,4,1131,1,112,111,1,5,0
female,1,9,135,4,1122,2,113,111,3,3,0
male,1,6,124,2,1122,1,114,111,1,3,1
female,1,6,134,1,1131,1,112,111,1,2,1
male,1,10,133,4,1110,1,126,111,2,2,0
female,1,12,139,2,1122,1,113,111,1,3,0
male,1,10,136,3,1122,1,114,111,1,3,1
male,1,10,133,2,1122,1,114,120,3,2,1
female,1,11,135,2,1122,1,125,111,1,3,0
female,1,7,139,2,1210,1,111,111,1,5,1
male,1,9,136,2,1210,1,111,111,1,3,0
male,1,8,133,2,1140,2,112,120,1,2,1
female,1,13,137,2,1121,1,112,120,1,2,1
female,1,9,135,2,1210,1,111,111,1,2,0
female,1,11,135,2,1140,1,112,111,1,1,0
female,1,9,136,1,1110,1,114,111,1,3,1
female,1,8,135,2,1122,1,114,111,1,2,1
male,1,7,133,2,1122,1,125,120,1,2,1
male,1,5,131,2,1131,1,112,111,2,3,0
male,1,7,122,2,1210,1,111,111,1,5,0
female,1,7,135,2,1121,1,112,111,1,5,0
female,1,11,139,2,1122,1,113,111,1,3,1
female,1,10,136,2,1210,1,111,111,1,3,1
female,1,15,138,1,1122,1,113,120,1,3,1
female,1,11,122,2,1122,1,113,111,1,3,1
female,1,7,133,1,1131,1,112,111,1,3,0
female,1,13,138,2,1210,1,111,111,1,5,0
female,1,8,135,2,1220,1,112,111,1,5,0
male,2,5,135,1,1210,2,111,111,1,1,0
female,1,10,134,2,1121,1,112,111,2,1,1
male,1,10,131,2,1210,1,111,111,1,2,0
male,1,7,135,2,1122,1,114,111,1,3,1
female,1,7,133,2,1110,2,112,120,1,1,1
male,1,7,131,1,1132,1,113,111,1,3,1
male,1,6,131,1,1122,1,113,111,1,5,0
male,1,11,137,2,1122,1,125,120,1,1,1
female,1,7,135,2,1131,1,112,111,1,3,1
male,1,6,122,1,1131,1,112,111,1,1,0
female,1,6,131,1,1140,1,112,111,1,5,0
female,1,12,111,2,1121,1,112,111,1,3,1
female,1,5,138,1,1121,1,112,111,1,3,0
female,1,5,138,1,1110,1,114,112,1,2,0
male,1,9,131,2,1122,1,114,111,1,3,1
female,1,4,122,1,1210,1,111,112,3,3,0
male,1,10,133,4,1110,1,114,111,1,5,0
female,1,9,138,2,1132,1,114,111,1,1,0
male,1,4,133,1,1122,2,113,111,1,1,1
male,1,10,138,1,1110,1,125,111,3,2,0
male,1,6,138,1,1122,1,113,111,1,1,0
female,1,10,137,2,1122,1,114,111,1,5,1
male,1,10,122,2,1122,1,114,111,1,5,0
female,1,6,138,1,1131,1,112,111,1,2,0
male,1,11,139,1,1122,1,114,111,1,1,0
female,1,9,138,2,1122,1,125,120,1,3,1
male,1,13,135,2,1121,1,112,111,1,5,0
female,1,8,139,2,1121,1,112,111,1,3,1
male,1,7,124,2,1210,2,111,111,1,5,1
male,1,10,138,2,1122,1,114,120,1,1,1
female,1,10,136,2,1131,1,112,120,1,3,1
male,1,4,131,1,1210,1,111,111,1,2,0
female,1,8,136,2,1132,1,113,111,1,4,0
male,1,13,131,2,1210,1,111,120,1,3,1
male,1,9,138,2,1122,2,114,111,1,1,1
male,1,4,134,1,1110,1,113,112,1,3,0
male,1,4,135,1,1110,1,113,112,1,4,0
female,2,9,134,2,1140,1,112,111,1,5,1
female,1,8,138,2,1122,1,114,111,1,3,0
male,1,11,135,2,1122,1,114,120,1,3,1
male,1,5,131,1,1121,1,112,120,1,3,1
male,1,5,122,1,1210,1,111,111,1,3,0
male,2,12,134,4,1122,2,125,111,3,1,0
female,1,10,138,2,1121,1,112,111,1,3,0
female,1,8,137,2,1121,1,112,111,1,1,1
female,1,4,132,1,1110,1,114,112,1,3,0
male,1,9,138,2,1122,1,114,111,1,5,1
female,1,7,138,2,1121,1,112,111,2,2,0
female,1,9,135,2,1131,1,112,111,1,4,1
female,1,10,138,2,1122,1,114,111,1,1,0
female,1,13,132,4,1122,1,114,111,1,2,1
male,1,5,132,1,1122,1,114,111,1,5,1
female,1,4,132,1,1122,1,114,111,1,4,1
male,1,7,135,1,1131,1,112,111,1,3,1
female,1,11,138,2,1121,1,112,111,1,3,0
female,1,8,135,2,1122,1,113,111,1,3,0
male,1,8,122,2,1131,1,112,111,1,5,0
male,1,11,137,2,1110,1,113,111,1,5,0
male,2,10,137,2,1122,1,113,120,1,3,1
female,1,12,138,4,1110,1,113,111,1,3,0
male,1,7,138,2,1122,1,125,111,1,1,0
female,1,12,135,2,1131,1,112,111,1,2,1
male,1,9,135,1,1121,1,112,111,1,5,1
female,1,4,132,1,1110,1,114,111,1,3,0
female,1,4,132,1,1110,1,114,112,1,3,0
male,1,8,131,1,1210,1,111,111,1,5,1
male,1,8,138,2,1122,1,126,120,1,3,1
female,1,7,135,1,1131,1,112,111,1,5,0
female,1,10,138,2,1121,1,112,111,1,2,0
female,1,11,138,2,1122,1,114,111,1,3,0
female,1,10,137,2,1132,1,113,111,1,5,1
male,1,11,135,1,1122,1,125,111,1,5,0
female,1,4,132,1,1121,1,112,111,1,1,1
female,1,4,132,1,1210,1,111,112,1,5,0
male,1,7,122,2,1121,1,112,111,1,5,0
female,1,7,135,1,1122,1,114,111,1,3,1
female,1,6,131,2,1110,1,114,111,1,3,0
female,1,7,131,2,1122,1,114,111,1,5,1
male,1,12,122,2,1122,1,114,111,1,3,0
male,1,12,111,4,1122,1,113,111,1,5,1
male,1,7,139,2,1121,1,112,120,1,5,0
male,1,13,124,3,1210,1,111,111,1,5,0
male,2,8,132,2,1122,1,114,111,1,1,0
female,1,12,135,3,1110,3,125,120,2,5,0
male,1,12,136,2,1122,1,114,120,1,3,1
male,1,12,135,2,1122,1,125,111,1,3,0
male,1,4,133,1,1110,1,114,112,1,3,0
male,1,10,135,2,1210,1,111,111,1,2,1
female,1,6,134,1,1122,1,114,111,1,2,1
male,1,11,131,2,1122,1,114,111,1,5,0
male,1,7,137,2,1122,1,114,111,1,3,1
female,1,9,122,2,1122,1,126,120,1,3,1
female,1,7,131,2,1122,1,113,111,1,3,0
male,1,6,131,2,1122,1,114,111,1,5,0
female,1,8,135,2,1122,1,113,111,1,3,1
female,1,11,122,2,1110,1,114,111,3,3,0
female,1,6,136,1,1122,1,113,111,1,3,1
male,1,4,131,1,1110,1,126,112,1,2,0
female,1,8,137,2,1132,1,114,111,1,3,1
male,1,9,133,2,1122,1,114,111,1,5,0
female,1,7,138,1,1131,1,112,111,1,5,0
female,1,8,136,3,1110,1,114,111,1,2,0
male,1,6,138,1,1210,2,111,111,1,5,0
male,1,6,136,1,1122,1,114,111,1,3,1
female,1,11,139,2,1121,1,113,120,1,2,1
female,1,8,138,2,1122,1,114,111,1,2,0
female,1,10,136,2,1210,1,111,111,1,2,0
female,1,14,136,2,1140,3,125,111,1,4,0
female,1,4,132,1,1121,1,112,111,1,3,0
male,1,10,131,2,1122,1,114,111,1,5,1
female,1,12,136,2,1122,1,113,120,1,2,1
male,1,8,131,2,1122,1,114,111,1,4,0
female,1,11,122,2,1121,1,114,120,1,2,1
male,1,11,136,2,1121,1,112,111,1,3,1
male,1,10,122,2,1122,1,114,111,1,2,1
female,1,7,131,1,1122,1,113,111,1,1,1
female,1,9,131,2,1122,1,113,111,1,2,0
male,2,7,139,1,1210,2,114,111,3,5,1
female,1,6,132,1,1122,1,114,111,1,1,1
female,1,7,136,1,1110,1,113,111,1,5,0
male,1,8,124,2,1210,1,111,111,1,5,1
male,1,7,137,2,1122,1,114,111,1,4,1
male,1,12,136,2,1121,1,112,111,1,3,0
female,1,9,132,1,1121,1,112,111,1,5,0
female,1,8,138,2,1122,1,113,111,1,3,1
male,1,7,131,2,1122,1,125,120,1,1,1
male,1,10,134,3,1121,1,112,111,1,3,1
male,1,9,137,4,1122,1,114,111,1,2,1
female,1,8,136,2,1121,1,112,111,1,5,1
female,1,10,135,4,1210,1,111,120,3,3,1
female,1,8,131,2,1121,1,112,111,1,4,1
male,1,5,111,1,1132,1,126,111,3,2,1
female,1,9,131,2,1220,1,125,111,1,4,1
female,1,10,138,1,1131,1,112,111,1,1,1
female,1,11,137,2,1210,1,111,111,1,4,0
female,1,12,138,2,1121,1,112,111,1,5,1
male,1,12,138,2,1121,1,112,111,1,3,1
male,1,8,122,2,1121,1,112,120,1,5,1
male,1,10,135,4,1131,1,111,111,3,5,1
female,1,8,133,4,1140,1,112,111,1,2,0
male,1,7,111,2,1110,1,114,111,1,5,0
male,1,12,133,4,1122,1,113,111,1,3,0
male,1,7,133,1,1210,1,111,111,1,2,1
male,1,8,135,2,1110,1,113,111,1,1,0
male,1,7,135,1,1132,1,125,111,1,5,1
male,1,7,135,2,1110,1,125,111,1,5,0
female,1,8,122,2,1210,1,111,111,3,5,0
female,1,7,131,1,1122,1,113,111,1,3,1
female,1,4,131,1,1110,1,114,111,1,3,1
female,1,10,136,2,1210,1,111,111,1,2,0
male,1,11,133,4,1110,1,114,111,1,2,0
female,1,11,131,2,1122,1,114,111,3,3,1
male,1,9,131,2,1210,1,111,111,1,2,0
male,1,9,132,2,1122,1,114,111,1,2,0
male,1,4,131,1,1110,1,114,112,1,2,0
female,1,7,136,2,1132,1,113,111,1,3,0
male,1,7,135,2,1131,1,112,120,1,5,1
male,1,9,135,2,1110,1,113,111,1,2,1
male,1,9,124,2,1122,1,114,120,1,2,1
male,1,7,131,1,1132,1,113,111,1,4,0
male,1,6,134,4,1121,1,112,111,1,3,0
male,2,5,135,2,1210,2,111,111,1,3,0
male,1,11,111,2,1122,1,125,111,1,2,1
male,1,8,131,2,1122,1,114,111,1,3,0
female,1,12,138,2,1122,1,113,111,1,3,0
female,1,7,137,2,1110,1,112,111,1,3,0
male,1,6,133,2,1121,1,112,111,3,5,0
female,1,7,131,2,1122,1,114,111,1,3,1
male,1,11,131,2,1122,1,113,111,1,3,0
male,1,10,139,1,1131,1,112,111,1,5,1
male,1,12,135,2,1122,1,113,111,3,3,0
male,1,9,133,2,1122,1,114,111,1,5,0
male,1,7,124,2,1122,1,125,111,1,2,0
male,1,7,111,1,1122,1,114,111,1,2,1
female,1,10,135,2,1131,1,112,111,1,2,0
male,1,13,137,2,1121,1,112,111,1,5,1
female,1,8,137,2,1210,1,111,111,1,3,1
male,1,8,122,2,1121,1,112,111,3,5,0
female,1,8,132,2,1210,1,111,111,1,3,0
female,1,10,135,4,1121,1,112,111,1,4,0
male,1,11,138,2,1121,1,112,111,1,5,0
female,1,11,134,2,1210,1,111,120,1,2,1
male,1,11,135,2,1122,1,113,120,1,3,1
female,1,9,137,4,1140,1,112,120,2,1,1
male,1,7,136,2,1122,1,114,111,1,3,0
female,1,5,135,1,1210,1,111,111,1,2,1
female,1,6,133,1,1121,1,112,111,1,3,1
male,1,10,138,2,1122,1,114,111,1,3,1
female,1,12,137,2,1121,1,112,111,1,2,0
female,1,10,135,2,1131,1,112,111,1,5,1
male,1,7,135,1,1122,1,113,111,1,5,0
male,1,11,131,2,1140,1,112,111,1,3,0
female,1,10,132,2,1110,1,125,111,1,3,0
female,1,12,136,2,1122,1,125,111,1,2,0
male,1,8,133,2,1122,1,125,111,1,3,1
male,1,10,138,2,1121,1,112,111,1,2,1
female,1,10,138,2,1121,1,112,111,1,2,1
male,1,9,136,2,1110,1,112,111,1,2,1
male,1,5,131,1,1131,1,112,112,1,2,0
female,1,10,137,2,1122,1,125,111,1,3,1
male,1,9,138,2,1122,1,126,111,1,5,1
male,1,9,131,4,1122,1,113,111,1,3,0
female,1,8,131,2,1210,1,111,111,1,5,0
female,1,6,138,1,1131,1,112,120,1,3,1
male,1,8,122,2,1121,1,112,120,1,2,1
female,1,8,135,2,1122,1,114,111,1,2,0
female,1,11,137,2,1121,1,112,120,1,3,1
female,1,6,138,1,1122,1,113,111,1,4,0
female,1,11,135,1,1110,1,113,111,1,2,0
female,1,6,131,1,1122,1,113,111,1,3,1
female,1,7,138,2,1122,1,114,111,3,5,1
male,1,7,133,1,1121,1,112,111,1,3,0
female,1,9,138,2,1122,1,113,120,1,1,1
female,1,8,135,2,1122,1,114,111,1,3,0
female,1,10,138,2,1131,1,112,111,1,4,0
female,1,9,137,2,1122,1,125,111,1,3,1
male,1,4,139,2,1210,1,111,111,1,3,1
female,1,5,137,1,1122,1,113,120,1,2,1
female,1,10,122,2,1122,1,114,111,1,3,0
female,1,8,135,2,1210,1,111,111,1,5,1
male,1,9,122,2,1122,1,114,120,1,2,1
female,1,10,136,2,1210,1,111,111,1,5,1
female,1,7,133,1,1122,1,114,111,1,3,1
male,1,11,133,2,1121,1,112,111,1,3,0
male,2,12,135,2,1210,3,112,120,1,3,1
male,1,5,122,1,1122,1,114,111,3,3,1
female,1,6,131,1,1131,1,112,111,1,5,1
female,1,6,131,2,1122,1,113,111,1,2,0
female,1,12,136,4,1210,1,111,111,1,5,1
male,1,7,133,2,1110,2,113,120,1,3,1
male,1,8,139,2,1122,1,113,120,1,2,1
male,2,10,122,1,1122,1,114,120,3,1,0
female,1,8,138,2,1110,1,114,111,1,2,0
female,1,11,133,2,1210,3,112,111,1,3,1
female,1,10,135,2,1121,1,112,111,1,4,0
female,1,7,135,2,1131,1,112,111,1,3,0
female,1,10,135,2,1131,1,112,111,1,2,0
female,1,7,131,2,1210,1,111,111,1,5,0
male,1,5,133,1,1131,1,112,111,1,3,0
male,1,5,122,1,1132,1,114,111,1,3,0
male,1,8,133,2,1122,1,114,111,1,3,0
male,1,8,124,1,1121,1,112,120,1,2,1
female,1,9,131,2,1122,1,125,111,1,3,0
female,1,9,135,2,1131,1,112,111,1,5,0
female,1,10,133,2,1122,1,114,120,1,5,0
male,1,7,136,2,1122,1,114,111,1,3,0
female,1,10,135,2,1122,1,113,111,1,4,1
male,1,12,131,2,1210,1,111,120,1,5,1
female,1,4,131,1,1110,1,113,112,1,3,0
male,1,10,136,2,1122,1,114,111,1,2,0
male,1,9,122,2,1210,1,111,111,1,5,1
female,1,7,122,1,1121,1,112,111,1,5,0
male,1,11,122,4,1210,1,111,111,3,1,1
female,1,14,132,2,1132,3,111,120,1,5,0
male,1,7,133,2,1122,1,114,111,1,5,0
female,2,9,138,2,1140,1,114,111,1,5,0
female,1,7,138,2,1121,1,112,111,1,3,1
female,2,5,137,4,1110,1,111,112,3,2,1
male,1,12,131,2,1122,1,113,111,1,3,0
female,1,7,138,2,1122,1,114,111,1,3,1
male,1,6,139,1,1122,1,113,111,1,3,0
male,1,9,136,2,1122,1,114,120,1,1,1
male,1,6,131,1,1122,1,114,111,1,5,1
female,1,12,111,2,1122,1,113,111,1,3,1
male,1,4,131,1,1110,1,114,112,1,4,0
male,1,4,131,1,1110,1,114,112,1,2,0
male,1,13,122,2,1121,1,112,111,1,4,1
male,1,11,122,4,1122,1,113,111,1,1,0
male,1,8,139,2,1210,1,111,111,1,2,1
male,1,11,137,2,1122,1,125,111,1,3,0
female,1,12,137,2,1140,1,113,111,1,3,1
male,1,8,131,2,1122,1,125,111,1,2,1
male,1,11,137,2,1122,1,125,120,1,2,1
female,1,8,131,2,1121,1,112,111,1,2,1
male,1,9,124,2,1122,1,113,111,1,5,1
female,1,9,138,1,1122,1,126,120,1,2,1
female,1,7,137,2,1122,1,125,120,1,1,1
male,1,10,124,1,1122,1,114,111,1,4,1
male,1,10,136,2,1132,1,114,111,1,3,0
female,1,11,135,2,1210,1,111,111,1,2,1
male,1,8,134,2,1132,1,113,111,1,2,0
female,1,10,135,2,1122,1,114,111,1,1,1
male,1,8,135,1,1121,1,112,120,1,5,1
female,1,8,131,4,1121,1,112,111,1,3,1
female,1,9,136,2,1122,1,125,111,1,3,1
female,1,11,138,4,1140,1,112,111,1,3,1
female,1,6,132,1,1121,1,112,111,3,3,1
female,1,5,135,1,1121,1,112,111,1,2,1
male,1,12,132,2,1110,1,113,111,1,5,0
female,1,8,135,2,1122,1,125,111,1,3,1
male,1,11,132,2,1122,1,113,111,1,3,0
male,1,9,135,4,1210,1,111,111,1,2,0
female,1,11,133,2,1121,1,112,111,1,2,0
male,1,6,131,2,1131,1,112,111,1,3,0
