sex,household_size,household_position,marital_status,cur_eco_activity,age,prev_residence_place,edu_level,citizenship,occupation,country_birth,economic_status
male,125,1122,2,135,7,1,5,1,1,1,111
male,112,1140,2,135,9,1,4,1,1,1,111
male,113,1110,2,138,5,1,3,1,0,1,111
male,112,1121,2,124,5,1,5,1,1,1,111
female,111,1210,1,138,9,1,5,1,1,3,111
female,112,1121,1,138,9,1,5,1,1,1,111
male,126,1122,2,133,7,1,2,1,0,1,111
male,112,1121,2,131,4,2,3,1,0,1,120
female,114,1122,1,122,4,1,1,1,0,1,111
male,113,1122,4,138,12,1,3,1,0,1,111
male,112,1121,1,135,8,1,3,1,0,1,111
female,114,1132,1,135,7,1,3,1,0,1,111
female,112,1121,1,136,4,2,3,1,1,1,111
male,114,1132,2,131,11,1,2,1,1,1,111
female,114,1132,2,138,9,1,3,1,1,1,111
female,114,1122,1,135,10,2,2,1,0,1,112
male,111,1210,2,138,7,1,3,1,0,1,111
female,114,1110,2,131,8,1,2,1,0,1,111
female,114,1122,2,135,6,1,3,1,1,1,111
female,112,1131,2,132,9,1,3,1,0,1,111
female,114,1110,2,133,7,1,3,1,0,1,111
male,111,1210,1,133,10,1,5,1,1,1,111
male,112,1131,1,131,9,1,3,1,0,1,120
male,114,1122,4,137,9,1,0,1,1,1,111
female,125,1122,2,136,12,1,3,1,0,1,111
female,112,1140,2,138,7,1,3,1,1,1,111
male,114,1110,2,131,5,1,2,1,0,1,111
male,114,1122,1,135,7,1,5,1,1,1,111
female,112,1121,2,139,11,1,3,1,0,1,120
female,114,1122,1,132,6,1,5,1,1,1,112
female,113,1122,2,134,10,1,3,1,1,1,111
female,112,1121,1,131,5,1,3,1,1,1,112
female,111,1210,1,139,11,1,3,1,1,1,111
male,111,1210,2,122,9,1,3,1,1,1,111
female,111,1210,4,138,11,1,5,1,1,1,111
male,125,1122,2,131,9,1,3,1,1,1,111
female,125,1132,1,131,6,1,2,1,0,1,112
male,113,1132,1,138,6,1,4,1,0,2,111
female,113,1122,2,131,9,1,5,1,1,1,111
male,112,1121,2,137,9,1,5,1,1,1,111
male,112,1131,1,135,9,1,3,1,0,1,111
female,113,1110,2,111,5,1,3,1,1,1,120
female,125,1110,2,131,5,1,3,1,0,1,111
female,114,1122,2,133,10,1,1,1,0,1,111
female,125,1122,4,136,7,1,3,1,0,1,111
female,125,1122,2,131,7,1,5,1,1,1,111
male,112,1121,2,137,7,1,5,1,1,1,111
male,112,1121,1,111,9,1,3,1,0,3,111
female,113,1140,2,135,7,1,3,1,0,1,111
male,112,1121,2,138,7,1,5,1,1,1,112
female,113,1122,2,131,5,1,2,1,0,1,111
male,112,1131,1,139,13,1,5,1,1,1,111
female,114,1122,2,138,7,1,3,1,0,1,111
male,113,1122,1,122,12,1,2,1,0,1,111
male,112,1121,1,139,9,1,3,1,0,1,111
female,112,1121,2,137,9,1,4,1,1,1,111
male,114,1122,2,122,9,1,4,1,1,1,111
female,113,1122,2,138,9,1,3,1,0,1,111
female,114,1122,2,136,5,1,5,1,1,1,111
male,114,1122,2,122,12,1,5,1,1,1,111
male,125,1122,2,122,9,1,3,1,1,1,111
female,112,1121,2,134,5,1,5,1,1,1,111
male,114,1122,1,131,7,1,5,1,0,1,111
female,111,1210,2,137,10,1,3,1,1,1,111
female,114,1122,4,131,4,1,1,1,0,1,111
female,114,1122,2,131,11,1,5,1,1,1,111
male,112,1121,1,131,7,1,3,1,1,1,112
female,125,1122,1,131,12,1,1,1,0,1,112
male,112,1121,1,131,6,1,4,1,0,1,111
female,112,1131,1,135,10,1,3,1,0,1,111
female,114,1110,2,134,5,1,2,1,0,1,111
male,125,1132,2,135,9,1,3,1,1,1,111
male,125,1122,1,131,6,1,5,1,1,1,112
male,112,1121,4,135,12,1,2,1,0,1,111
female,112,1121,1,122,8,1,5,1,1,1,112
female,112,1131,4,122,11,2,3,2,1,2,120
male,112,1121,2,122,8,1,1,1,0,1,111
male,113,1122,2,137,6,1,5,1,1,1,111
female,114,1132,2,122,5,2,2,3,0,1,111
female,113,1122,1,131,9,2,2,1,0,1,112
male,112,1110,2,139,9,1,3,1,1,1,111
female,112,1121,1,133,8,1,3,1,0,1,111
female,125,1122,1,133,10,1,3,1,0,1,111
female,112,1121,2,139,8,1,2,1,0,1,111
female,114,1122,2,137,11,1,5,1,1,3,111
female,114,1122,1,136,4,1,4,1,1,1,111
male,112,1220,1,124,13,1,2,1,1,3,111
female,125,1122,2,111,7,1,5,1,1,1,120
male,111,1210,2,138,5,1,3,1,0,1,111
male,114,1122,4,137,5,1,2,1,1,1,111
male,112,1121,1,131,9,1,3,1,0,1,111
female,111,1210,1,131,7,1,3,1,0,1,111
female,112,1140,2,131,10,1,2,1,0,3,111
male,111,1210,1,135,5,1,5,1,1,1,111
female,111,1210,1,133,12,2,2,1,0,1,112
female,112,1131,2,133,8,1,3,1,1,1,111
male,112,1121,1,122,12,1,3,1,0,1,120
female,112,1131,2,131,7,1,5,1,1,1,111
female,113,1122,2,131,10,1,3,1,0,1,111
female,112,1121,2,137,9,1,3,1,1,1,111
male,113,1122,1,135,7,1,3,1,0,1,111
female,114,1122,2,138,8,1,3,1,1,1,111
male,125,1110,2,135,6,1,2,1,0,3,120
female,114,1110,1,131,8,1,3,1,0,1,112
male,113,1122,4,122,6,1,2,1,0,1,111
female,114,1110,2,137,11,1,3,1,1,1,111
male,112,1121,2,122,9,1,3,1,1,1,111
female,112,1140,2,122,4,1,2,1,0,1,111
male,114,1122,2,124,6,1,5,1,1,1,111
female,114,1110,2,133,11,1,2,1,0,1,111
female,112,1140,2,131,12,1,4,1,0,1,111
female,125,1122,2,136,8,1,3,1,1,1,111
female,112,1121,2,111,7,1,3,1,1,1,120
female,112,1131,2,132,7,1,3,1,0,1,111
male,113,1110,2,122,6,1,2,1,0,1,111
female,114,1122,4,135,4,1,2,1,0,1,111
female,112,1121,1,132,7,1,2,1,0,1,112
female,111,1210,1,122,9,1,5,1,0,1,111
female,113,1122,2,138,9,1,3,1,1,1,111
female,112,1121,1,132,8,1,5,1,0,1,112
male,114,1110,1,131,5,1,1,1,0,1,111
female,112,1131,1,131,6,1,5,1,1,1,111
male,113,1122,2,131,11,1,3,1,0,1,111
male,114,1122,1,139,7,1,3,1,0,1,111
male,113,1122,2,138,11,1,3,1,1,1,111
female,112,1131,1,135,4,1,2,1,1,1,111
female,125,1122,1,135,11,1,2,1,0,1,111
female,112,1121,4,131,11,1,2,1,0,1,111
male,125,1122,2,136,5,1,3,1,1,1,111
female,112,1131,4,131,7,2,5,1,1,3,111
female,112,1131,2,138,4,1,5,1,1,1,111
female,112,1131,2,122,6,1,3,1,0,2,111
male,126,1122,1,132,9,1,3,1,0,1,111
male,111,1210,2,135,9,1,4,1,1,1,111
male,111,1210,2,131,13,1,5,1,0,1,111
female,111,1210,1,138,11,1,5,1,1,1,111
male,113,1122,2,111,9,1,5,1,1,1,111
male,114,1122,2,138,7,1,5,1,1,1,111
male,114,1132,1,131,10,1,5,1,1,1,111
male,125,1122,2,136,11,1,5,1,1,1,111
female,125,1122,2,137,11,1,5,1,1,1,111
male,114,1122,1,122,10,1,5,1,0,1,111
male,114,1110,1,135,9,1,1,1,0,1,111
male,111,1210,2,133,13,1,2,1,0,1,111
male,125,1132,4,135,8,2,5,2,1,3,111
male,113,1132,1,131,8,2,3,1,0,1,112
female,112,1121,2,135,11,1,5,1,1,1,111
male,113,1122,2,136,6,1,5,1,0,1,111
female,114,1122,1,138,11,1,3,1,1,1,111
female,112,1121,4,131,7,1,2,1,1,1,111
male,126,1122,2,136,9,1,2,1,1,1,111
male,125,1122,2,135,11,1,5,1,1,2,111
male,113,1122,4,122,13,1,4,1,1,1,111
male,114,1122,1,131,8,1,2,1,0,1,112
female,112,1121,2,139,5,1,3,1,0,1,111
female,114,1122,1,135,11,1,5,1,1,1,111
female,112,1131,1,131,5,1,2,1,0,1,112
male,114,1122,2,122,10,1,2,1,0,1,111
female,112,1121,4,135,7,1,2,1,0,1,111
male,112,1121,2,122,12,1,3,1,1,1,111
male,112,1131,2,136,11,1,2,1,0,1,111
female,112,1121,1,138,5,1,2,1,0,1,111
male,113,1122,2,135,8,1,2,1,1,1,111
female,113,1110,2,138,11,1,3,1,1,1,111
male,113,1122,4,134,9,1,3,1,1,1,111
female,112,1131,2,122,5,1,4,1,0,1,111
male,114,1122,4,138,9,1,5,1,0,1,111
female,125,1110,1,138,6,1,2,1,0,1,111
female,112,1210,2,132,8,1,4,3,1,3,120
male,126,1220,3,135,10,2,2,3,0,1,120
male,113,1122,1,131,10,1,5,1,0,1,111
male,111,1210,2,139,7,1,3,1,1,1,111
female,111,1210,1,122,7,1,5,1,1,1,111
female,114,1110,2,122,5,1,1,1,1,1,111
female,112,1131,2,135,10,1,5,1,1,1,111
male,126,1122,1,135,6,1,5,1,0,1,111
female,113,1122,2,138,9,1,5,1,1,1,120
male,113,1121,1,132,7,2,3,3,0,2,112
female,112,1121,2,135,5,1,2,1,1,1,111
female,112,1131,1,135,4,1,4,1,1,1,112
female,111,1210,1,131,10,2,1,1,0,1,112
male,114,1122,1,139,12,1,2,1,0,1,111
female,111,1210,4,122,9,1,5,1,0,1,111
male,112,1121,2,122,5,1,3,1,1,1,111
male,114,1122,2,131,5,1,3,1,1,1,111
female,114,1122,2,135,6,1,5,1,1,1,111
female,112,1121,2,133,4,2,1,1,0,1,111
male,112,1121,2,137,9,1,5,1,1,1,111
female,125,1110,2,138,4,2,0,1,0,1,111
male,112,1131,2,122,9,1,3,1,1,1,111
male,114,1122,1,122,10,1,3,1,0,1,111
female,112,1131,2,122,8,1,1,1,0,1,111
female,114,1122,1,135,12,1,5,1,1,1,111
male,114,1132,4,131,12,1,3,1,1,1,111
female,114,1122,2,138,9,1,3,1,0,1,111
female,112,1121,2,133,5,1,3,1,0,1,111
male,114,1110,1,135,4,1,3,1,0,1,111
male,125,1122,2,122,10,1,5,1,0,1,111
female,114,1122,2,138,9,1,3,1,0,1,111
male,112,1131,2,136,8,1,4,1,1,1,111
female,113,1122,2,138,5,1,2,1,0,1,111
female,112,1121,2,137,7,1,3,1,0,1,111
female,125,1122,2,134,11,1,1,1,0,1,111
male,113,1110,2,131,6,1,3,1,1,1,111
male,111,1210,1,132,10,1,1,1,0,1,112
female,112,1121,2,138,10,1,5,1,1,1,111
female,112,1121,2,139,9,1,3,1,1,1,111
female,114,1132,1,138,12,1,2,1,1,1,111
male,111,1210,2,131,9,1,3,1,0,1,111
female,125,1122,1,131,4,1,3,1,1,1,112
female,111,1210,1,131,9,1,5,1,1,1,111
female,113,1122,1,133,4,1,2,1,0,1,111
male,113,1132,2,131,6,2,5,1,1,1,120
male,112,1121,1,131,10,1,3,1,1,1,112
male,114,1122,2,136,9,1,5,1,1,1,111
female,112,1121,2,138,7,1,5,1,1,1,111
female,112,1131,2,135,11,1,3,1,1,1,111
female,113,1122,1,135,7,1,5,1,1,1,111
male,111,1210,1,132,5,2,3,1,0,1,111
female,114,1110,1,135,5,1,3,1,1,1,111
female,112,1131,2,138,8,1,2,1,0,1,111
female,112,1121,2,136,5,1,2,1,1,1,111
male,113,1122,1,111,8,1,5,1,1,1,111
male,113,1140,2,137,7,1,3,1,1,1,111
male,111,1210,2,131,4,1,1,1,0,1,120
male,113,1122,2,131,7,1,3,1,0,1,111
female,114,1122,1,139,11,1,2,1,0,1,111
male,113,1132,2,135,7,1,5,1,0,1,111
female,111,1210,2,135,12,1,1,1,0,1,111
male,114,1122,4,124,9,2,2,1,1,1,112
female,112,1110,3,136,9,1,2,1,1,1,111
male,113,1122,2,122,9,1,4,1,0,1,111
male,114,1110,2,136,9,1,2,1,0,1,111
male,114,1110,2,131,6,1,1,1,0,1,111
female,114,1122,1,131,9,1,3,1,0,1,111
male,114,1122,2,135,10,1,4,1,0,1,120
male,113,1122,2,139,9,1,5,2,1,1,111
female,125,1110,2,135,7,1,3,1,0,1,111
female,126,1210,4,131,10,2,0,1,0,3,111
female,111,1210,1,122,6,1,5,1,1,1,111
female,113,1122,2,134,4,2,5,1,1,1,111
male,126,1122,2,122,5,1,5,1,0,3,111
female,112,1131,3,135,9,1,1,1,1,1,120
female,113,1122,1,135,8,1,5,1,1,1,111
male,111,1210,1,135,7,1,4,1,0,1,111
female,113,1122,2,135,7,1,5,1,1,1,111
female,112,1121,2,139,11,1,5,1,1,1,111
female,125,1110,2,132,10,1,2,1,0,1,111
female,114,1122,2,137,9,1,5,1,1,1,111
male,112,1121,1,131,8,1,3,1,0,1,112
female,114,1122,1,138,7,1,3,1,0,1,111
female,112,1121,2,135,5,1,5,1,1,1,111
female,114,1122,1,135,5,1,3,1,0,1,112
male,114,1110,2,131,9,1,3,1,0,1,111
male,126,1122,1,131,9,1,5,1,1,1,111
female,112,1121,2,136,8,1,1,1,1,1,111
male,125,1122,2,135,6,1,3,1,0,1,111
female,111,1210,2,131,10,1,3,1,1,1,111
male,114,1122,1,135,11,1,3,1,0,3,112
female,112,1131,2,137,9,1,4,1,1,1,111
female,112,1140,4,138,9,1,1,1,1,1,111
male,113,1122,1,136,10,1,5,1,1,1,111
female,112,1121,1,135,11,1,5,1,1,1,111
female,112,1121,3,124,8,2,2,1,1,1,111
male,113,1110,2,136,11,1,2,1,0,1,111
female,125,1122,2,133,7,1,2,1,0,1,111
male,114,1110,1,135,10,1,5,1,1,1,120
male,112,1121,2,135,7,1,3,1,1,1,111
male,114,1122,1,131,9,1,2,1,0,1,111
female,112,1131,1,133,4,1,3,1,1,1,111
female,114,1122,1,138,8,1,3,1,0,1,111
male,112,1121,2,136,8,1,3,1,1,1,111
male,114,1121,3,111,12,1,2,2,1,3,112
female,112,1131,1,131,8,1,3,1,1,1,111
female,112,1121,3,131,5,2,5,1,1,1,112
female,113,1122,1,133,4,1,2,1,1,1,111
female,114,1132,4,137,10,1,0,1,1,1,111
male,114,1122,2,131,10,1,3,1,0,1,111
male,114,1110,2,136,8,1,2,1,0,1,111
female,112,1121,1,131,10,1,5,1,1,1,111
female,112,1131,1,135,10,1,3,1,1,1,111
male,114,1122,2,124,11,1,5,1,1,1,111
female,114,1122,1,135,8,2,5,1,1,1,111
female,114,1122,1,138,10,1,2,1,0,1,112
male,113,1122,2,124,6,1,2,1,0,1,111
female,111,1210,2,138,9,1,5,1,1,1,111
female,113,1140,2,135,10,1,2,1,0,3,111
male,113,1122,1,122,9,1,3,1,0,1,111
male,112,1121,2,122,7,1,5,1,1,1,111
female,112,1131,2,135,7,1,3,1,0,1,111
female,125,1110,1,122,7,1,2,1,0,1,112
male,114,1122,1,131,6,1,3,1,0,1,111
male,113,1122,2,124,6,1,3,1,0,1,111
male,114,1122,2,122,5,1,5,1,1,3,111
female,114,1122,2,132,10,1,3,1,0,1,120
female,112,1121,1,131,10,1,1,1,1,1,111
male,126,1122,2,132,4,2,4,1,1,1,111
male,113,1122,2,131,10,1,5,1,1,1,111
male,114,1122,2,131,9,1,3,1,1,1,111
male,113,1132,2,134,7,1,3,1,1,3,120
male,113,1110,2,136,13,1,3,1,1,1,111
female,112,1121,1,136,10,2,5,1,1,1,111
male,113,1122,2,111,9,1,3,1,1,1,120
male,112,1121,1,122,11,1,2,1,0,1,112
female,111,1210,4,122,9,1,3,1,1,1,111
male,112,1121,2,136,9,1,2,1,0,1,111
female,111,1210,2,137,4,2,2,1,1,1,111
female,114,1122,1,131,5,1,3,1,0,1,112
male,113,1122,4,138,9,1,1,1,0,1,111
male,112,1121,2,136,11,1,5,1,0,1,111
female,112,1131,1,131,5,1,3,1,0,1,112
female,112,1220,2,136,4,2,0,1,1,1,111
male,112,1121,1,138,10,1,2,1,0,1,112
female,111,1210,1,136,8,1,3,1,1,3,112
male,113,1110,2,122,10,1,2,1,0,1,111
male,114,1122,2,135,7,1,5,1,1,1,111
male,114,1122,2,135,9,1,2,2,0,2,111
male,111,1210,1,132,10,1,2,1,0,1,111
male,112,1131,1,131,8,1,2,1,1,1,111
female,112,1131,3,131,9,1,3,1,0,1,111
female,112,1131,2,137,9,1,3,1,1,1,111
male,112,1121,1,124,11,1,5,1,1,1,111
male,113,1122,2,131,7,1,2,1,0,1,111
female,113,1122,2,137,8,1,3,1,1,1,111
male,111,1210,2,137,5,1,5,1,1,1,111
male,114,1122,1,137,7,1,3,1,1,1,111
female,114,1122,2,135,9,1,5,1,1,3,111
female,114,1110,2,137,6,1,1,1,0,1,120
female,114,1122,1,131,8,1,2,1,0,1,111
female,112,1121,2,131,9,1,2,1,0,1,111
male,126,1122,2,131,8,1,2,1,1,1,111
male,113,1122,2,136,8,1,3,1,0,1,111
female,114,1110,2,122,9,1,4,1,1,1,111
female,111,1210,2,136,8,1,3,1,0,1,111
male,114,1110,2,135,5,1,3,1,0,1,111
male,113,1122,2,135,8,1,2,1,0,1,111
male,113,1132,2,135,7,1,3,1,1,1,111
male,111,1210,2,122,7,1,5,1,1,1,111
female,114,1122,1,135,9,1,5,1,0,1,111
male,113,1122,2,124,11,1,5,1,1,1,111
female,112,1110,2,138,8,1,2,1,0,1,111
female,114,1122,2,139,8,1,2,1,1,3,120
female,112,1121,1,134,8,1,5,1,1,1,111
female,112,1131,2,138,5,1,5,1,0,1,111
male,114,1122,2,137,8,1,3,1,1,1,111
female,125,1122,4,138,4,1,4,1,1,1,111
female,111,1210,1,132,10,1,5,1,1,1,111
male,126,1122,3,135,11,1,3,1,0,1,111
male,125,1122,2,122,8,1,3,1,1,1,111
female,126,1122,2,135,11,1,2,1,1,1,111
female,114,1122,1,137,11,1,3,1,0,1,111
male,112,1121,2,124,12,1,5,1,1,1,111
male,112,1121,1,132,7,1,5,1,1,1,111
female,112,1131,1,131,8,1,2,1,0,1,111
female,111,1210,2,133,11,1,5,1,0,1,111
male,111,1210,1,131,12,2,3,1,0,3,112
female,113,1110,4,135,11,1,2,1,0,1,111
male,114,1122,1,122,7,1,5,1,1,1,111
female,114,1122,2,137,8,1,3,1,0,1,111
male,113,1110,2,111,15,1,5,1,1,1,120
female,114,1122,2,133,8,1,3,1,0,1,111
male,114,1122,2,136,12,1,4,1,1,1,111
female,114,1122,2,132,10,1,3,1,0,1,120
male,114,1122,2,135,11,1,5,1,1,1,111
female,113,1122,4,138,8,1,2,1,0,1,111
male,111,1210,2,122,7,1,5,1,0,1,111
male,125,1122,2,135,12,1,5,1,1,1,111
female,112,1140,2,139,12,1,1,1,0,1,111
female,126,1110,4,122,4,2,1,1,1,1,111
male,111,1210,3,132,11,1,5,1,1,1,111
male,125,1122,2,136,13,1,5,1,1,1,111
female,111,1210,1,135,8,1,5,1,0,1,112
female,112,1131,2,135,7,2,5,1,1,1,120
female,112,1140,2,131,9,1,3,1,0,1,111
female,126,1110,1,137,10,2,1,1,0,1,111
male,125,1122,2,137,7,1,5,1,1,1,111
male,112,1131,2,137,6,1,5,1,1,1,111
male,125,1122,2,135,11,1,3,1,0,1,111
male,112,1121,2,135,5,1,1,1,1,1,111
female,125,1110,1,137,4,1,1,1,0,1,111
female,111,1210,2,137,5,1,5,1,1,1,111
male,125,1122,2,131,7,1,5,1,1,1,111
male,114,1122,2,122,9,1,3,1,0,1,111
female,114,1110,2,138,4,1,0,1,0,1,111
female,112,1110,2,138,10,1,4,1,1,1,111
male,111,1210,2,122,8,1,2,1,1,1,111
male,113,1122,1,131,9,1,3,1,1,1,111
female,112,1131,4,138,9,1,5,1,1,1,111
female,113,1122,1,137,8,1,5,1,1,1,111
female,112,1121,2,139,11,1,3,2,0,3,111
male,114,1122,2,131,9,1,3,1,0,1,111
female,113,1110,2,138,8,1,1,1,0,1,111
male,113,1122,2,131,8,1,2,1,1,1,111
male,114,1110,1,138,11,1,1,1,0,1,111
female,114,1110,2,122,11,1,3,1,1,1,111
male,113,1122,2,137,10,2,5,1,1,1,111
male,112,1220,1,131,8,2,0,1,0,1,112
male,112,1121,2,137,6,1,3,1,1,1,111
female,114,1122,1,132,7,1,3,1,0,1,111
male,112,1121,1,135,8,1,2,1,0,1,120
male,125,1122,2,136,6,1,3,1,1,1,111
female,114,1122,1,122,7,1,3,1,0,1,111
male,114,1122,2,122,9,1,2,1,0,1,111
male,112,1121,2,134,10,1,3,1,0,1,111
male,114,1122,2,137,12,1,5,1,1,1,111
female,113,1122,2,132,8,1,3,1,0,1,111
male,111,1210,2,122,12,1,3,1,0,1,111
male,111,1210,2,133,13,1,3,1,0,1,111
male,114,1110,2,131,6,1,2,1,0,1,120
male,111,1210,2,131,9,1,5,1,1,1,111
female,126,1122,2,139,8,1,2,1,0,1,111
female,113,1122,2,131,10,1,3,1,0,1,111
female,113,1110,1,138,12,1,3,1,0,1,111
female,112,1131,2,138,5,1,3,1,0,1,111
female,113,1140,1,138,6,1,3,1,1,1,111
male,112,1110,2,139,6,1,3,1,0,1,111
male,113,1122,4,133,11,1,3,1,0,1,120
male,112,1110,1,131,9,1,2,1,0,1,111
male,111,1210,2,135,13,1,3,1,1,1,120
female,112,1121,2,131,9,1,3,1,0,1,111
female,113,1122,2,131,10,1,5,1,1,1,111
female,113,1122,2,138,10,1,3,1,0,1,111
female,113,1132,4,138,10,1,2,1,1,1,111
female,112,1121,2,135,8,1,2,1,1,1,120
male,125,1110,1,131,12,1,2,1,0,1,111
female,114,1122,1,132,12,1,2,1,0,1,112
male,111,1210,2,131,12,1,3,1,1,1,111
male,111,1210,2,122,9,2,5,1,1,1,111
female,112,1140,2,137,9,1,5,1,1,1,111
female,113,1110,2,132,7,1,3,2,0,2,111
female,114,1110,2,135,8,1,2,1,0,1,111
female,114,1122,1,136,12,1,5,1,1,1,111
male,114,1122,1,136,9,1,2,3,0,3,111
male,113,1110,2,135,8,1,2,1,1,1,111
female,111,1210,2,138,9,1,5,1,1,1,111
female,112,1131,1,136,7,1,5,1,1,1,112
female,112,1131,1,135,11,2,5,1,1,1,112
male,114,1122,2,122,9,1,1,1,0,1,111
male,114,1122,2,135,5,1,3,1,0,1,111
female,113,1122,2,138,7,1,3,1,0,1,111
female,114,1122,2,131,11,1,5,1,0,1,120
female,112,1121,2,138,6,1,4,1,1,1,111
male,112,1121,1,131,8,2,2,1,0,1,112
male,125,1122,2,122,10,1,5,1,1,1,111
female,114,1140,2,138,9,1,2,1,0,3,111
male,112,1121,2,131,8,1,3,1,1,1,120
female,114,1122,2,138,8,1,2,1,0,1,111
female,111,1210,1,139,7,1,2,1,0,1,111
female,112,1121,1,135,5,1,5,1,1,1,111
male,111,1210,2,131,5,1,3,1,1,1,111
male,112,1121,2,131,10,1,5,1,1,1,111
male,125,1122,2,135,10,1,3,1,0,1,111
female,114,1110,2,131,4,1,3,1,0,1,111
male,112,1121,2,137,5,1,5,1,1,1,111
female,111,1210,1,138,10,1,3,1,0,1,111
female,114,1122,2,137,6,1,5,1,1,1,111
male,111,1210,2,133,7,1,2,1,0,1,111
male,114,1122,2,122,5,1,1,1,0,1,111
male,114,1122,2,133,11,1,5,1,1,1,111
female,112,1121,2,134,12,1,5,1,1,1,111
male,111,1210,3,131,10,1,1,2,1,2,111
female,125,1122,4,138,6,2,5,1,1,1,111
male,114,1122,2,131,8,1,3,1,0,3,111
male,112,1121,1,122,11,1,5,1,1,1,111
female,113,1110,1,133,9,1,4,1,1,1,111
male,112,1121,2,135,8,1,0,1,1,1,111
male,125,1122,2,122,11,1,2,1,0,1,111
female,113,1122,1,135,12,1,5,1,1,1,111
female,113,1122,3,135,11,1,2,1,0,1,111
male,113,1122,2,137,4,1,2,1,0,1,111
female,113,1122,2,131,8,1,3,1,0,1,120
female,111,1140,2,135,10,1,5,3,0,3,111
male,126,1122,1,135,11,1,3,1,0,1,111
female,112,1131,4,131,7,1,3,1,0,1,111
female,111,1210,2,139,10,1,5,1,1,1,120
male,112,1121,1,135,8,1,3,1,0,1,111
male,114,1122,2,135,8,1,3,1,0,1,111
male,113,1122,2,122,11,1,3,1,1,1,111
male,111,1210,2,137,8,1,2,1,1,1,111
female,113,1110,2,135,9,1,2,1,0,1,111
female,114,1140,1,131,5,1,3,1,0,1,112
female,111,1210,2,137,12,1,2,1,0,1,111
male,112,1121,2,122,12,1,3,1,1,1,111
male,114,1122,1,135,9,1,4,1,0,1,111
female,112,1121,2,137,8,1,3,1,0,1,111
male,113,1122,1,137,9,1,5,1,1,1,111
female,112,1131,4,131,13,1,5,1,1,1,111
male,114,1122,2,138,6,1,3,1,0,1,120
male,112,1121,1,132,8,1,2,1,0,1,111
male,113,1122,1,131,10,1,3,1,0,1,111
male,114,1122,2,122,11,1,5,1,1,1,111
female,111,1210,2,131,5,1,3,1,0,1,111
male,113,1110,1,122,10,1,2,1,0,1,111
female,112,1131,2,135,6,1,5,1,1,1,120
female,113,1122,1,122,4,1,1,1,0,3,120
female,113,1122,1,136,11,1,3,1,0,1,111
female,114,1122,1,122,5,1,5,1,1,1,112
female,111,1210,1,138,4,1,3,1,0,1,111
female,113,1122,2,111,8,1,2,1,1,1,120
male,112,1131,2,137,12,1,5,1,0,1,111
female,111,1210,1,138,9,2,4,1,1,1,111
male,114,1122,2,131,10,1,1,1,0,1,111
male,114,1122,2,135,10,1,3,1,0,1,111
male,113,1122,2,131,8,1,2,1,0,1,111
male,114,1122,1,132,10,1,2,1,0,1,120
male,112,1121,1,132,6,1,3,1,0,1,120
female,113,1122,2,139,7,1,5,1,1,1,111
female,112,1121,1,131,7,1,3,1,0,1,112
female,114,1122,1,138,7,1,3,1,0,1,111
female,113,1122,2,131,8,1,1,1,0,1,111
female,114,1122,2,131,11,1,1,1,0,1,111
female,111,1210,2,135,4,1,3,1,0,1,111
male,112,1121,2,135,8,1,2,1,1,1,111
male,114,1122,2,137,10,1,5,1,1,1,111
male,111,1210,2,137,7,1,5,1,1,1,111
female,113,1122,3,122,10,1,2,1,0,3,111
male,112,1131,1,138,6,1,5,1,0,1,111
male,113,1220,2,135,8,1,3,1,0,1,120
female,111,1210,2,138,14,1,5,1,1,1,111
female,125,1122,4,139,6,1,3,1,0,1,111
female,112,1110,1,137,6,1,5,1,1,1,111
male,112,1121,2,135,7,1,5,1,1,1,111
female,112,1121,2,135,7,1,3,1,1,2,111
male,126,1122,2,136,5,1,2,1,0,1,111
female,112,1131,1,138,10,1,5,1,1,1,112
female,112,1140,2,139,11,1,5,1,1,1,111
male,112,1131,2,122,6,1,2,1,0,1,111
male,113,1110,1,131,6,1,5,1,0,1,111
male,126,1122,3,138,5,2,4,1,0,1,120
female,113,1122,2,132,9,1,3,1,0,1,111
male,111,1210,2,134,10,1,5,1,1,1,111
male,112,1121,2,131,6,1,2,1,0,1,111
female,111,1210,2,135,6,1,3,1,0,1,111
male,112,1121,1,131,8,1,3,1,0,1,111
female,112,1121,2,137,8,1,2,1,1,1,111
male,114,1122,2,137,11,1,5,1,1,1,111
male,114,1110,1,138,8,1,3,1,0,1,120
female,112,1131,1,131,11,1,4,1,0,1,111
male,112,1121,2,122,12,1,5,1,1,1,111
male,114,1122,2,131,6,1,3,1,0,1,111
female,111,1210,3,137,10,1,5,1,1,1,111
female,112,1131,1,111,5,1,1,1,1,1,112
female,126,1122,1,131,12,1,2,1,1,1,111
female,112,1131,1,135,5,1,5,1,1,1,111
female,112,1121,2,138,6,1,5,1,1,1,111
female,113,1140,2,136,11,1,3,1,0,1,111
female,126,1220,1,131,4,1,3,1,1,1,112
female,112,1220,3,133,10,1,5,1,1,2,120
male,126,1122,2,122,6,1,3,1,0,3,111
male,112,1131,2,134,8,1,3,1,1,1,111
male,112,1121,2,137,12,1,5,1,1,1,111
female,114,1220,1,138,8,1,4,1,0,1,111
female,114,1122,2,138,10,1,5,1,0,1,111
male,113,1122,2,134,9,1,5,1,1,1,111
male,114,1110,2,134,8,1,2,1,1,1,111
male,113,1122,2,135,11,1,5,1,1,1,111
male,114,1122,2,122,11,1,5,1,1,1,111
