sex,juv_misd_count_cat,c_charge_degree,age_cat,juv_fel_count_cat,juv_other_count_cat,two_year_recid,race_cat,days_b_screening_arrest_cat,priors_count_cat,c_days_from_compas_cat
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_1,0,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_1,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_1,M,25 - 45,juv_fel_count_1+,juv_other_count_0,1,white,days_b_screening_arrest_lt_-3,priors_count_2-3,c_days_from_compas_1
Female,cjuv_misd_count_2+,M,Greater than 45,juv_fel_count_1+,juv_other_count_1,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_1,1,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_29+
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_1+,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_7-9,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_7-9,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3,c_days_from_compas_8-14
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_lt_-3,priors_count_10-15,c_days_from_compas_2-7
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
Female,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_2-7
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_2-7
Female,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_8-14
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,cjuv_misd_count_2+,M,Less than 25,juv_fel_count_1+,juv_other_count_2+,1,non_white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_0
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_1+,juv_other_count_2+,1,non_white,days_b_screening_arrest_0,priors_count_4-6,c_days_from_compas_0
Female,juv_misd_count_1,M,25 - 45,juv_fel_count_1+,juv_other_count_0,1,white,days_b_screening_arrest_1+,priors_count_4-6,c_days_from_compas_22-28
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_10-15,c_days_from_compas_2-7
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_1+,juv_other_count_2+,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_7-9,c_days_from_compas_1
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,cjuv_misd_count_2+,M,Less than 25,juv_fel_count_1+,juv_other_count_0,1,non_white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_1,F,25 - 45,juv_fel_count_0,juv_other_count_2+,1,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Female,juv_misd_count_0,F,Less than 25,juv_fel_count_1+,juv_other_count_2+,0,white,days_b_screening_arrest_lt_-3,priors_count_2-3,c_days_from_compas_22-28
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_7-9,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_1,missing
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_1+,juv_other_count_0,1,white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_1,F,25 - 45,juv_fel_count_0,juv_other_count_2+,0,non_white,days_b_screening_arrest_0,priors_count_7-9,c_days_from_compas_1
Female,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_15+,c_days_from_compas_0
Female,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_4-6,c_days_from_compas_2-7
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_7-9,missing
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3,c_days_from_compas_8-14
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_7-9,missing
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_lt_-3,priors_count_4-6,c_days_from_compas_8-14
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_1,0,non_white,days_b_screening_arrest_-1,priors_count_7-9,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-2,priors_count_2-3,c_days_from_compas_0
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Female,juv_misd_count_0,M,Greater than 45,juv_fel_count_1+,juv_other_count_1,1,white,days_b_screening_arrest_1+,priors_count_1,c_days_from_compas_22-28
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_1,F,25 - 45,juv_fel_count_1+,juv_other_count_2+,1,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_1,M,25 - 45,juv_fel_count_1+,juv_other_count_1,1,white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_15-21
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_7-9,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Female,juv_misd_count_1,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_lt_-3,priors_count_4-6,c_days_from_compas_8-14
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_0
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Female,cjuv_misd_count_2+,M,Less than 25,juv_fel_count_1+,juv_other_count_2+,0,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-2,priors_count_10-15,c_days_from_compas_2-7
Female,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_15-21
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_lt_-3,priors_count_10-15,c_days_from_compas_8-14
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,cjuv_misd_count_2+,F,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_15+,c_days_from_compas_1
Male,juv_misd_count_1,F,Less than 25,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-2,priors_count_10-15,missing
Female,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_2-7
Male,cjuv_misd_count_2+,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_1,F,25 - 45,juv_fel_count_1+,juv_other_count_0,1,non_white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_22-28
Male,cjuv_misd_count_2+,F,25 - 45,juv_fel_count_0,juv_other_count_2+,1,non_white,days_b_screening_arrest_1+,priors_count_2-3,c_days_from_compas_15-21
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_15+,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Female,juv_misd_count_1,M,Less than 25,juv_fel_count_1+,juv_other_count_0,1,white,days_b_screening_arrest_0,priors_count_7-9,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_1+,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_15-21
Male,cjuv_misd_count_2+,F,Less than 25,juv_fel_count_1+,juv_other_count_1,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_15+,c_days_from_compas_1
Male,juv_misd_count_1,F,Greater than 45,juv_fel_count_1+,juv_other_count_1,1,white,days_b_screening_arrest_1+,priors_count_7-9,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_7-9,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Female,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_4-6,c_days_from_compas_0
Female,juv_misd_count_1,M,25 - 45,juv_fel_count_1+,juv_other_count_1,1,white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_1
Female,juv_misd_count_1,M,25 - 45,juv_fel_count_0,juv_other_count_1,1,non_white,days_b_screening_arrest_0,priors_count_15+,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Female,juv_misd_count_1,M,25 - 45,juv_fel_count_0,juv_other_count_2+,0,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
Female,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_0
Female,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-2,priors_count_1,c_days_from_compas_2-7
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_1,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_0,priors_count_15+,c_days_from_compas_22-28
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_0
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_0
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_2-7
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_lt_-3,priors_count_15+,c_days_from_compas_22-28
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_4-6,c_days_from_compas_0
Female,juv_misd_count_0,F,Greater than 45,juv_fel_count_1+,juv_other_count_0,0,white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_22-28
Female,cjuv_misd_count_2+,M,25 - 45,juv_fel_count_0,juv_other_count_2+,1,non_white,days_b_screening_arrest_0,priors_count_4-6,c_days_from_compas_0
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_0
Female,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_2-7
Female,cjuv_misd_count_2+,F,Less than 25,juv_fel_count_1+,juv_other_count_1,1,non_white,days_b_screening_arrest_1+,priors_count_2-3,c_days_from_compas_2-7
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Female,juv_misd_count_0,M,25 - 45,juv_fel_count_1+,juv_other_count_0,0,white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_1,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_15+,c_days_from_compas_1
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_1,0,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Female,cjuv_misd_count_2+,F,Less than 25,juv_fel_count_0,juv_other_count_2+,0,non_white,days_b_screening_arrest_1+,priors_count_7-9,c_days_from_compas_22-28
Male,juv_misd_count_1,M,Greater than 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
Female,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_22-28
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-2,priors_count_2-3,c_days_from_compas_2-7
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_2-7
Female,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_1,F,25 - 45,juv_fel_count_1+,juv_other_count_2+,1,white,days_b_screening_arrest_-2,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_15+,c_days_from_compas_1
Female,juv_misd_count_0,M,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_-1,priors_count_4-6,c_days_from_compas_1
Male,juv_misd_count_0,F,Less than 25,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_8-14
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,1,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_1
Female,juv_misd_count_1,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,white,days_b_screening_arrest_-1,priors_count_10-15,c_days_from_compas_1
Female,juv_misd_count_0,M,Greater than 45,juv_fel_count_1+,juv_other_count_2+,1,white,days_b_screening_arrest_1+,priors_count_1,c_days_from_compas_0
Male,juv_misd_count_0,M,Less than 25,juv_fel_count_1+,juv_other_count_2+,0,white,days_b_screening_arrest_-1,priors_count_2-3,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_0
Male,juv_misd_count_0,M,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_7-9,c_days_from_compas_0
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_-1,priors_count_0,c_days_from_compas_1
Female,cjuv_misd_count_2+,F,Greater than 45,juv_fel_count_0,juv_other_count_2+,0,non_white,days_b_screening_arrest_-2,priors_count_1,c_days_from_compas_2-7
Male,juv_misd_count_1,F,25 - 45,juv_fel_count_1+,juv_other_count_1,0,non_white,days_b_screening_arrest_lt_-3,priors_count_0,c_days_from_compas_1
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_-1,priors_count_1,c_days_from_compas_1
Male,juv_misd_count_0,M,25 - 45,juv_fel_count_0,juv_other_count_0,1,white,days_b_screening_arrest_0,priors_count_2-3,c_days_from_compas_0
Male,juv_misd_count_0,F,Greater than 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_lt_-3,priors_count_1,c_days_from_compas_8-14
Male,juv_misd_count_0,F,25 - 45,juv_fel_count_0,juv_other_count_0,0,non_white,days_b_screening_arrest_0,priors_count_0,c_days_from_compas_0
