sex,two_year_recid,juv_fel_count_cat,c_charge_degree,c_days_from_compas_cat,juv_misd_count_cat,age_cat,juv_other_count_cat,race_cat,days_b_screening_arrest_cat,priors_count_cat
Male,0,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_15-21,cjuv_misd_count_2+,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3
Female,0,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,Greater than 45,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_7-9
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_15-21,juv_misd_count_0,25 - 45,juv_other_count_2+,non_white,days_b_screening_arrest_0,priors_count_0
Male,1,juv_fel_count_1+,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_2+,white,days_b_screening_arrest_1+,priors_count_0
Female,1,juv_fel_count_0,F,c_days_from_compas_29+,juv_misd_count_0,25 - 45,juv_other_count_2+,white,days_b_screening_arrest_lt_-3,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_4-6
Male,0,juv_fel_count_0,M,c_days_from_compas_15-21,juv_misd_count_0,25 - 45,juv_other_count_2+,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Female,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_1+,F,c_days_from_compas_8-14,juv_misd_count_0,Greater than 45,juv_other_count_1,white,days_b_screening_arrest_1+,priors_count_0
Female,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_0,priors_count_0
Female,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_7-9
Female,1,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,Less than 25,juv_other_count_2+,non_white,days_b_screening_arrest_-2,priors_count_10-15
Male,0,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_2-3
Female,1,juv_fel_count_1+,M,missing,juv_misd_count_1,25 - 45,juv_other_count_2+,non_white,days_b_screening_arrest_-1,priors_count_7-9
Male,1,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Female,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_0,priors_count_10-15
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Female,0,juv_fel_count_0,F,c_days_from_compas_0,cjuv_misd_count_2+,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_0,cjuv_misd_count_2+,Less than 25,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_10-15
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_1,white,days_b_screening_arrest_-1,priors_count_7-9
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Female,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_4-6
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3
Female,1,juv_fel_count_0,M,c_days_from_compas_15-21,juv_misd_count_0,25 - 45,juv_other_count_2+,white,days_b_screening_arrest_-1,priors_count_0
Female,0,juv_fel_count_0,F,missing,cjuv_misd_count_2+,Greater than 45,juv_other_count_1,non_white,days_b_screening_arrest_lt_-3,priors_count_1
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_2-3
Male,0,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_7-9
Female,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_1+,priors_count_2-3
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_1,white,days_b_screening_arrest_-2,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_4-6
Female,0,juv_fel_count_1+,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_15+
Male,1,juv_fel_count_0,M,c_days_from_compas_8-14,juv_misd_count_0,Less than 25,juv_other_count_1,white,days_b_screening_arrest_-1,priors_count_4-6
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_0,priors_count_1
Male,0,juv_fel_count_1+,M,missing,juv_misd_count_0,Greater than 45,juv_other_count_1,non_white,days_b_screening_arrest_-2,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_1
Male,1,juv_fel_count_1+,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_10-15
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_0
Male,1,juv_fel_count_1+,M,c_days_from_compas_29+,juv_misd_count_1,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_1+,priors_count_10-15
Male,1,juv_fel_count_0,M,c_days_from_compas_22-28,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_10-15
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Female,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_15+
Female,1,juv_fel_count_0,M,c_days_from_compas_29+,juv_misd_count_0,25 - 45,juv_other_count_1,non_white,days_b_screening_arrest_0,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Female,1,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,Greater than 45,juv_other_count_2+,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_7-9
Male,1,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,Less than 25,juv_other_count_1,white,days_b_screening_arrest_0,priors_count_4-6
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_1+,M,missing,juv_misd_count_0,Greater than 45,juv_other_count_2+,white,days_b_screening_arrest_0,priors_count_10-15
Male,0,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_8-14,juv_misd_count_1,Greater than 45,juv_other_count_1,white,days_b_screening_arrest_-1,priors_count_7-9
Male,0,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_7-9
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_1,white,days_b_screening_arrest_-1,priors_count_1
Female,0,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_4-6
Female,1,juv_fel_count_0,F,c_days_from_compas_29+,juv_misd_count_0,Greater than 45,juv_other_count_2+,white,days_b_screening_arrest_-1,priors_count_7-9
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_1,25 - 45,juv_other_count_0,white,days_b_screening_arrest_0,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3
Female,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Female,1,juv_fel_count_1+,F,c_days_from_compas_15-21,cjuv_misd_count_2+,25 - 45,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_10-15
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_4-6
Male,1,juv_fel_count_0,M,c_days_from_compas_29+,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_4-6
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_1,Less than 25,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3
Male,0,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_4-6
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_1+,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_4-6
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_1,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_7-9
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Female,0,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_1,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_10-15
Female,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Female,1,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-2,priors_count_4-6
Male,1,juv_fel_count_0,M,c_days_from_compas_1,cjuv_misd_count_2+,25 - 45,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_10-15
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Female,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Female,1,juv_fel_count_0,F,c_days_from_compas_29+,juv_misd_count_0,Greater than 45,juv_other_count_2+,white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_0
Male,1,juv_fel_count_1+,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_0,priors_count_15+
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_15-21,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_1
Male,0,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Female,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_2-3
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_1,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_10-15
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-2,priors_count_15+
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_4-6
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,0,juv_fel_count_0,M,missing,cjuv_misd_count_2+,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_1+,priors_count_15+
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Female,0,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_0,priors_count_2-3
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3
Female,1,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_7-9
Female,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_15+
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Female,0,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_4-6
Male,0,juv_fel_count_1+,F,missing,juv_misd_count_0,25 - 45,juv_other_count_2+,white,days_b_screening_arrest_lt_-3,priors_count_1
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_lt_-3,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_22-28,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_4-6
Male,1,juv_fel_count_1+,M,c_days_from_compas_2-7,juv_misd_count_0,Less than 25,juv_other_count_2+,white,days_b_screening_arrest_-1,priors_count_4-6
Female,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_7-9
Female,0,juv_fel_count_0,M,c_days_from_compas_15-21,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_2-3
Female,0,juv_fel_count_0,F,c_days_from_compas_8-14,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,0,juv_fel_count_1+,F,c_days_from_compas_29+,juv_misd_count_1,25 - 45,juv_other_count_2+,non_white,days_b_screening_arrest_0,priors_count_4-6
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Female,0,juv_fel_count_1+,M,c_days_from_compas_15-21,juv_misd_count_0,Less than 25,juv_other_count_2+,white,days_b_screening_arrest_-2,priors_count_7-9
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_4-6
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_0,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Female,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_2-3
Female,1,juv_fel_count_0,M,c_days_from_compas_8-14,juv_misd_count_1,25 - 45,juv_other_count_2+,white,days_b_screening_arrest_-1,priors_count_10-15
Male,0,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_0,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,M,c_days_from_compas_22-28,juv_misd_count_1,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_1,non_white,days_b_screening_arrest_-1,priors_count_10-15
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_7-9
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_0
Female,0,juv_fel_count_1+,F,c_days_from_compas_8-14,juv_misd_count_0,25 - 45,juv_other_count_1,non_white,days_b_screening_arrest_-2,priors_count_1
Female,1,juv_fel_count_0,M,c_days_from_compas_0,juv_misd_count_0,Less than 25,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,Less than 25,juv_other_count_2+,non_white,days_b_screening_arrest_0,priors_count_2-3
Male,1,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,Greater than 45,juv_other_count_2+,white,days_b_screening_arrest_0,priors_count_7-9
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_1,Less than 25,juv_other_count_2+,non_white,days_b_screening_arrest_-1,priors_count_2-3
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,Less than 25,juv_other_count_0,white,days_b_screening_arrest_0,priors_count_0
Male,0,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_lt_-3,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,non_white,days_b_screening_arrest_-2,priors_count_1
Male,0,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,M,c_days_from_compas_2-7,cjuv_misd_count_2+,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_10-15
Male,1,juv_fel_count_0,M,c_days_from_compas_2-7,juv_misd_count_0,25 - 45,juv_other_count_0,non_white,days_b_screening_arrest_-1,priors_count_1
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_1,Less than 25,juv_other_count_1,white,days_b_screening_arrest_-1,priors_count_10-15
Male,0,juv_fel_count_0,F,c_days_from_compas_0,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-2,priors_count_2-3
Female,1,juv_fel_count_0,M,missing,juv_misd_count_0,Less than 25,juv_other_count_2+,white,days_b_screening_arrest_-1,priors_count_0
Male,0,juv_fel_count_0,M,c_days_from_compas_1,juv_misd_count_0,25 - 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_0
Male,1,juv_fel_count_0,F,c_days_from_compas_1,juv_misd_count_0,Greater than 45,juv_other_count_0,white,days_b_screening_arrest_-1,priors_count_2-3
