sex,juv_misd_count_cat,race_cat,age_cat,priors_count_cat,two_year_recid,days_b_screening_arrest_cat,juv_fel_count_cat,c_charge_degree,juv_other_count_cat,c_days_from_compas_cat
Male,juv_misd_count_0,white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,Less than 25,priors_count_1,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_29+
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_1+,M,juv_other_count_1,c_days_from_compas_1
Female,juv_misd_count_0,white,Less than 25,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,non_white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_1,c_days_from_compas_1
Female,cjuv_misd_count_2+,white,Greater than 45,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_2+,c_days_from_compas_0
Female,cjuv_misd_count_2+,non_white,25 - 45,priors_count_15+,1,days_b_screening_arrest_0,juv_fel_count_1+,F,juv_other_count_1,c_days_from_compas_1
Female,juv_misd_count_0,white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-2,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-2,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_10-15,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_22-28
Female,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_7-9,1,days_b_screening_arrest_-2,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_8-14
Female,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_1,non_white,25 - 45,priors_count_10-15,1,days_b_screening_arrest_-1,juv_fel_count_1+,F,juv_other_count_2+,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_1+,F,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,white,Greater than 45,priors_count_1,1,days_b_screening_arrest_-2,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,cjuv_misd_count_2+,non_white,Greater than 45,priors_count_7-9,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_2+,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-2,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,white,Less than 25,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_1,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,Greater than 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_22-28
Male,juv_misd_count_0,white,Less than 25,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,cjuv_misd_count_2+,non_white,25 - 45,priors_count_15+,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_2+,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_4-6,1,days_b_screening_arrest_1+,juv_fel_count_1+,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_1,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,cjuv_misd_count_2+,white,Greater than 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_1+,F,juv_other_count_2+,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_8-14
Female,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_2+,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_1,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-2,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,non_white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_1+,F,juv_other_count_1,c_days_from_compas_29+
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_15+,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,25 - 45,priors_count_10-15,1,days_b_screening_arrest_0,juv_fel_count_1+,M,juv_other_count_1,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_0
Female,juv_misd_count_1,non_white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_1+,juv_fel_count_0,M,juv_other_count_1,missing
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Female,cjuv_misd_count_2+,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-2,juv_fel_count_1+,M,juv_other_count_1,c_days_from_compas_29+
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_22-28
Male,cjuv_misd_count_2+,white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_22-28
Female,juv_misd_count_0,non_white,Greater than 45,priors_count_10-15,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_10-15,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_10-15,1,days_b_screening_arrest_0,juv_fel_count_1+,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_10-15,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_2+,c_days_from_compas_0
Male,juv_misd_count_0,white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_1,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_29+
Female,juv_misd_count_1,white,Less than 25,priors_count_15+,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,missing
Male,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_1,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_0
Male,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Male,cjuv_misd_count_2+,non_white,25 - 45,priors_count_15+,1,days_b_screening_arrest_1+,juv_fel_count_1+,F,juv_other_count_0,missing
Male,cjuv_misd_count_2+,white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_2+,c_days_from_compas_1
Female,cjuv_misd_count_2+,non_white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,missing
Male,juv_misd_count_0,white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Female,juv_misd_count_0,white,25 - 45,priors_count_10-15,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_8-14
Female,juv_misd_count_0,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Female,juv_misd_count_0,white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_-2,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_1+,F,juv_other_count_2+,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,cjuv_misd_count_2+,white,Greater than 45,priors_count_10-15,1,days_b_screening_arrest_-2,juv_fel_count_1+,F,juv_other_count_0,c_days_from_compas_15-21
Male,juv_misd_count_0,white,Less than 25,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,cjuv_misd_count_2+,non_white,Greater than 45,priors_count_15+,1,days_b_screening_arrest_-1,juv_fel_count_1+,F,juv_other_count_1,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_1+,M,juv_other_count_2+,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_4-6,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,non_white,Greater than 45,priors_count_10-15,1,days_b_screening_arrest_-2,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,non_white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_29+
Female,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,non_white,Greater than 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_22-28
Male,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_0,white,25 - 45,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Female,juv_misd_count_0,white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,non_white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_1,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_29+
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,25 - 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_2-7
Male,juv_misd_count_1,white,Greater than 45,priors_count_4-6,1,days_b_screening_arrest_0,juv_fel_count_1+,M,juv_other_count_2+,c_days_from_compas_15-21
Male,juv_misd_count_0,non_white,Less than 25,priors_count_1,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_1
Female,juv_misd_count_0,white,25 - 45,priors_count_7-9,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Less than 25,priors_count_0,1,days_b_screening_arrest_1+,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,white,Less than 25,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,Greater than 45,priors_count_2-3,1,days_b_screening_arrest_-1,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
Male,juv_misd_count_1,white,Less than 25,priors_count_7-9,1,days_b_screening_arrest_lt_-3,juv_fel_count_0,F,juv_other_count_2+,missing
Male,juv_misd_count_1,non_white,Greater than 45,priors_count_7-9,1,days_b_screening_arrest_0,juv_fel_count_1+,F,juv_other_count_0,c_days_from_compas_0
Male,juv_misd_count_0,non_white,25 - 45,priors_count_0,1,days_b_screening_arrest_0,juv_fel_count_0,M,juv_other_count_0,c_days_from_compas_1
