age_cat,priors_count_cat,juv_other_count_cat,two_year_recid,juv_misd_count_cat,race_cat,c_days_from_compas_cat,juv_fel_count_cat,c_charge_degree,sex,days_b_screening_arrest_cat
Less than 25,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_7-9,juv_other_count_1,0,juv_misd_count_1,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Less than 25,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_0
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_1,white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
Greater than 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_1+,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_2-3,juv_other_count_1,0,juv_misd_count_1,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_2-7,juv_fel_count_0,M,Male,days_b_screening_arrest_-2
25 - 45,priors_count_10-15,juv_other_count_1,1,cjuv_misd_count_2+,non_white,missing,juv_fel_count_0,M,Female,days_b_screening_arrest_lt_-3
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_22-28,juv_fel_count_0,M,Male,days_b_screening_arrest_lt_-3
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_1+,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_1+,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_1,1,cjuv_misd_count_2+,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_1,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_7-9,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_1,0,juv_misd_count_1,non_white,c_days_from_compas_2-7,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Less than 25,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Female,days_b_screening_arrest_0
Less than 25,priors_count_7-9,juv_other_count_0,1,juv_misd_count_1,non_white,c_days_from_compas_15-21,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Less than 25,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_15-21,juv_fel_count_0,F,Female,days_b_screening_arrest_1+
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,missing,juv_fel_count_1+,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_1+,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Female,days_b_screening_arrest_0
25 - 45,priors_count_0,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_15+,juv_other_count_1,1,juv_misd_count_1,non_white,missing,juv_fel_count_1+,F,Male,days_b_screening_arrest_-2
Less than 25,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
Less than 25,priors_count_2-3,juv_other_count_1,1,cjuv_misd_count_2+,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Less than 25,priors_count_2-3,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Less than 25,priors_count_10-15,juv_other_count_1,1,cjuv_misd_count_2+,white,missing,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Less than 25,priors_count_1,juv_other_count_1,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_1,non_white,c_days_from_compas_0,juv_fel_count_1+,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_1,non_white,c_days_from_compas_29+,juv_fel_count_0,F,Male,days_b_screening_arrest_1+
Less than 25,priors_count_10-15,juv_other_count_0,0,cjuv_misd_count_2+,non_white,c_days_from_compas_8-14,juv_fel_count_0,F,Male,days_b_screening_arrest_1+
25 - 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_15-21,juv_fel_count_0,F,Female,days_b_screening_arrest_lt_-3
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_2+,1,juv_misd_count_1,non_white,c_days_from_compas_8-14,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Greater than 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_22-28,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_8-14,juv_fel_count_0,F,Female,days_b_screening_arrest_1+
Less than 25,priors_count_1,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_8-14,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,non_white,missing,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Greater than 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_2-7,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Less than 25,priors_count_10-15,juv_other_count_2+,0,cjuv_misd_count_2+,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_0,1,cjuv_misd_count_2+,non_white,c_days_from_compas_22-28,juv_fel_count_0,M,Male,days_b_screening_arrest_lt_-3
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_0
Less than 25,priors_count_4-6,juv_other_count_2+,0,cjuv_misd_count_2+,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
Greater than 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_22-28,juv_fel_count_0,F,Female,days_b_screening_arrest_lt_-3
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_2-7,juv_fel_count_0,F,Male,days_b_screening_arrest_-2
Less than 25,priors_count_2-3,juv_other_count_1,1,juv_misd_count_1,white,c_days_from_compas_29+,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Greater than 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-2
Greater than 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_22-28,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Greater than 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Greater than 45,priors_count_1,juv_other_count_1,0,juv_misd_count_0,white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_8-14,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_10-15,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Greater than 45,priors_count_2-3,juv_other_count_1,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Greater than 45,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Less than 25,priors_count_0,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Greater than 45,priors_count_10-15,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_2-7,juv_fel_count_0,M,Female,days_b_screening_arrest_-2
Less than 25,priors_count_0,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_2-3,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_1,1,juv_misd_count_0,non_white,c_days_from_compas_2-7,juv_fel_count_0,M,Female,days_b_screening_arrest_-2
25 - 45,priors_count_1,juv_other_count_0,0,cjuv_misd_count_2+,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Less than 25,priors_count_1,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Greater than 45,priors_count_0,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_0,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_1+,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Less than 25,priors_count_1,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_2-3,juv_other_count_2+,1,cjuv_misd_count_2+,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_15+,juv_other_count_2+,1,juv_misd_count_1,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_15+,juv_other_count_1,1,cjuv_misd_count_2+,non_white,c_days_from_compas_8-14,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Less than 25,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_15+,juv_other_count_0,1,cjuv_misd_count_2+,non_white,missing,juv_fel_count_1+,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_15+,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Greater than 45,priors_count_0,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_2+,0,cjuv_misd_count_2+,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Greater than 45,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Less than 25,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_15+,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,missing,juv_fel_count_0,M,Male,days_b_screening_arrest_-2
Greater than 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Less than 25,priors_count_2-3,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_15+,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
Less than 25,priors_count_2-3,juv_other_count_2+,0,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_1,non_white,c_days_from_compas_0,juv_fel_count_0,F,Female,days_b_screening_arrest_0
Less than 25,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_10-15,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_1+,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_15+,juv_other_count_0,1,juv_misd_count_1,non_white,missing,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_4-6,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_15-21,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_1+
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,cjuv_misd_count_2+,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_22-28,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Greater than 45,priors_count_7-9,juv_other_count_0,0,cjuv_misd_count_2+,non_white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_0,juv_other_count_1,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_0
Greater than 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_2-7,juv_fel_count_0,M,Male,days_b_screening_arrest_-2
25 - 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_22-28,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Greater than 45,priors_count_10-15,juv_other_count_2+,0,juv_misd_count_1,non_white,c_days_from_compas_2-7,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_15+,juv_other_count_0,1,juv_misd_count_1,non_white,c_days_from_compas_1,juv_fel_count_0,F,Female,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_29+,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_15+,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_29+,juv_fel_count_0,M,Male,days_b_screening_arrest_-1
25 - 45,priors_count_4-6,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_10-15,juv_other_count_2+,1,cjuv_misd_count_2+,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_0
Greater than 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_22-28,juv_fel_count_0,M,Male,days_b_screening_arrest_lt_-3
Greater than 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_0
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_2-7,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Less than 25,priors_count_1,juv_other_count_2+,0,cjuv_misd_count_2+,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_7-9,juv_other_count_0,1,cjuv_misd_count_2+,non_white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_4-6,juv_other_count_2+,1,juv_misd_count_1,non_white,c_days_from_compas_0,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
Less than 25,priors_count_0,juv_other_count_1,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_1,juv_other_count_0,1,juv_misd_count_0,non_white,c_days_from_compas_15-21,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
Less than 25,priors_count_4-6,juv_other_count_2+,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_1+,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_7-9,juv_other_count_2+,1,juv_misd_count_0,non_white,c_days_from_compas_8-14,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
Greater than 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_1,juv_fel_count_0,F,Male,days_b_screening_arrest_-1
25 - 45,priors_count_7-9,juv_other_count_0,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_1+,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_0,juv_fel_count_0,F,Male,days_b_screening_arrest_lt_-3
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_29+,juv_fel_count_0,M,Male,days_b_screening_arrest_1+
25 - 45,priors_count_1,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_0,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_0,juv_other_count_1,1,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_-1
25 - 45,priors_count_15+,juv_other_count_2+,1,cjuv_misd_count_2+,white,c_days_from_compas_8-14,juv_fel_count_1+,M,Female,days_b_screening_arrest_-2
25 - 45,priors_count_0,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Female,days_b_screening_arrest_0
Less than 25,priors_count_0,juv_other_count_0,0,juv_misd_count_0,non_white,c_days_from_compas_22-28,juv_fel_count_0,M,Male,days_b_screening_arrest_0
25 - 45,priors_count_2-3,juv_other_count_0,0,juv_misd_count_0,white,c_days_from_compas_1,juv_fel_count_0,M,Male,days_b_screening_arrest_0
