sex,c_days_from_compas_cat,race_cat,age_cat,priors_count_cat,juv_other_count_cat,days_b_screening_arrest_cat,c_charge_degree,juv_misd_count_cat,two_year_recid,juv_fel_count_cat
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_15-21,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_1+
Female,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_2-7,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_8-14,non_white,25 - 45,priors_count_4-6,juv_other_count_2+,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_15-21,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_29+,non_white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_2-7,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_2-7,white,Less than 25,priors_count_1,juv_other_count_2+,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_0,F,cjuv_misd_count_2+,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_1+,M,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_2-7,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_15+,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_29+,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_15+,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_2+,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_8-14,white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_8-14,non_white,Less than 25,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_2+,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,missing,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,white,25 - 45,priors_count_15+,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_0,F,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_1+,F,cjuv_misd_count_2+,1,juv_fel_count_1+
Female,c_days_from_compas_29+,white,Less than 25,priors_count_15+,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,missing,white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_2-7,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_22-28,non_white,Greater than 45,priors_count_1,juv_other_count_1,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,Less than 25,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_-2,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_0,white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_0,F,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_-2,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_8-14,white,25 - 45,priors_count_15+,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-2,M,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_0,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_0,non_white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,missing,white,Greater than 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_1,juv_other_count_2+,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_0,white,25 - 45,priors_count_0,juv_other_count_1,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_15-21,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,cjuv_misd_count_2+,1,juv_fel_count_0
Female,c_days_from_compas_1,white,Less than 25,priors_count_1,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_29+,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,Greater than 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_2+,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_2-7,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-2,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_15+,juv_other_count_1,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_1+
Female,c_days_from_compas_2-7,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_1,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_2-7,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_29+,non_white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-2,M,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,Less than 25,priors_count_4-6,juv_other_count_2+,days_b_screening_arrest_1+,M,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_15-21,non_white,Greater than 45,priors_count_10-15,juv_other_count_1,days_b_screening_arrest_-1,M,cjuv_misd_count_2+,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_0,non_white,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_2+,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_29+,non_white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_8-14,non_white,Greater than 45,priors_count_15+,juv_other_count_0,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_1+
Female,c_days_from_compas_1,non_white,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_15-21,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_2-7,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_10-15,juv_other_count_1,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_2-7,non_white,Greater than 45,priors_count_0,juv_other_count_2+,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,25 - 45,priors_count_2-3,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_2-7,white,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,Less than 25,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_0,white,25 - 45,priors_count_10-15,juv_other_count_2+,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_1+
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_0,M,cjuv_misd_count_2+,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,Greater than 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_2-7,non_white,Greater than 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,M,cjuv_misd_count_2+,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_22-28,white,Less than 25,priors_count_1,juv_other_count_0,days_b_screening_arrest_1+,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,25 - 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_1+,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_1,white,Less than 25,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_29+,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Female,c_days_from_compas_0,non_white,25 - 45,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-2,F,juv_misd_count_0,1,juv_fel_count_1+
Female,c_days_from_compas_2-7,white,Less than 25,priors_count_2-3,juv_other_count_2+,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Less than 25,priors_count_0,juv_other_count_1,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_4-6,juv_other_count_1,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_2-7,non_white,Greater than 45,priors_count_2-3,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,Greater than 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_0,non_white,Less than 25,priors_count_10-15,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_1,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_-1,F,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,non_white,25 - 45,priors_count_1,juv_other_count_0,days_b_screening_arrest_0,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_1,white,Less than 25,priors_count_4-6,juv_other_count_0,days_b_screening_arrest_-1,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_2-7,white,25 - 45,priors_count_0,juv_other_count_0,days_b_screening_arrest_lt_-3,M,juv_misd_count_0,1,juv_fel_count_0
Male,c_days_from_compas_22-28,non_white,Less than 25,priors_count_7-9,juv_other_count_0,days_b_screening_arrest_0,F,juv_misd_count_0,1,juv_fel_count_0
Female,missing,white,Greater than 45,priors_count_10-15,juv_other_count_2+,days_b_screening_arrest_0,F,juv_misd_count_1,1,juv_fel_count_1+
