sex,c_days_from_compas_cat,two_year_recid,juv_fel_count_cat,c_charge_degree,juv_misd_count_cat,days_b_screening_arrest_cat,age_cat,race_cat,priors_count_cat,juv_other_count_cat
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Less than 25,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_2-7,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_lt_-3,Less than 25,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_1+,Greater than 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_29+,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_1+,F,juv_misd_count_1,days_b_screening_arrest_lt_-3,Greater than 45,non_white,priors_count_1,juv_other_count_1
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_0
Female,missing,0,juv_fel_count_1+,M,cjuv_misd_count_2+,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_2+
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,Greater than 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_8-14,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_10-15,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_10-15,juv_other_count_0
Male,missing,0,juv_fel_count_0,M,juv_misd_count_1,days_b_screening_arrest_0,Less than 25,non_white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_2-3,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_1+,Greater than 45,non_white,priors_count_15+,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_15+,juv_other_count_1
Female,c_days_from_compas_15-21,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-2,Greater than 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_15+,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_2-3,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_10-15,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_2-7,0,juv_fel_count_0,M,juv_misd_count_1,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_2-7,0,juv_fel_count_0,F,cjuv_misd_count_2+,days_b_screening_arrest_0,25 - 45,non_white,priors_count_10-15,juv_other_count_2+
Female,c_days_from_compas_2-7,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_15+,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_2-7,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_2-7,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-2,25 - 45,white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_1,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_1,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,Less than 25,white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_15-21,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_10-15,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,M,cjuv_misd_count_2+,days_b_screening_arrest_0,25 - 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_1+,M,cjuv_misd_count_2+,days_b_screening_arrest_0,Less than 25,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-2,Greater than 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_7-9,juv_other_count_0
Female,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_1,days_b_screening_arrest_lt_-3,Greater than 45,white,priors_count_15+,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_15-21,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_2-3,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_2-3,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_2-7,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_0,juv_other_count_1
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_1,juv_other_count_0
Female,c_days_from_compas_8-14,0,juv_fel_count_1+,M,cjuv_misd_count_2+,days_b_screening_arrest_-2,Less than 25,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,white,priors_count_7-9,juv_other_count_2+
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_10-15,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_1,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_1+,Less than 25,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_15-21,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_-2,Less than 25,non_white,priors_count_15+,juv_other_count_0
Female,c_days_from_compas_22-28,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_2-7,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_1,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_29+,0,juv_fel_count_0,M,cjuv_misd_count_2+,days_b_screening_arrest_-1,Less than 25,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-2,Greater than 45,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_22-28,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_29+,0,juv_fel_count_1+,F,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,Greater than 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_0,Less than 25,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_0
Female,c_days_from_compas_0,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_0,juv_other_count_1
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_1+,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_1+,25 - 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Less than 25,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_22-28,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_1+,F,juv_misd_count_1,days_b_screening_arrest_-2,25 - 45,white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_1
Male,c_days_from_compas_29+,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_2-7,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,Greater than 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_1+,F,cjuv_misd_count_2+,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_2-3,juv_other_count_2+
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_0,juv_other_count_0
Female,missing,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_1+,Less than 25,non_white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_1+,25 - 45,non_white,priors_count_10-15,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_0,juv_other_count_0
Female,missing,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,Less than 25,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_7-9,juv_other_count_1
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_1+,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_0,juv_other_count_1
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_22-28,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-2,Less than 25,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,Less than 25,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_2-7,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_1+,M,juv_misd_count_1,days_b_screening_arrest_0,Greater than 45,non_white,priors_count_2-3,juv_other_count_1
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_1+,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_1,days_b_screening_arrest_0,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_29+,0,juv_fel_count_1+,M,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_29+,0,juv_fel_count_1+,M,juv_misd_count_1,days_b_screening_arrest_lt_-3,Less than 25,white,priors_count_1,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,Less than 25,non_white,priors_count_1,juv_other_count_2+
Male,missing,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_2-3,juv_other_count_1
Female,c_days_from_compas_8-14,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_8-14,0,juv_fel_count_1+,M,juv_misd_count_1,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_1,juv_other_count_0
Female,missing,0,juv_fel_count_1+,M,cjuv_misd_count_2+,days_b_screening_arrest_0,Less than 25,non_white,priors_count_2-3,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,Greater than 45,white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,non_white,priors_count_4-6,juv_other_count_1
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_0,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_15+,juv_other_count_0
Female,c_days_from_compas_8-14,0,juv_fel_count_1+,F,juv_misd_count_1,days_b_screening_arrest_0,Greater than 45,white,priors_count_1,juv_other_count_2+
Male,c_days_from_compas_1,0,juv_fel_count_1+,F,juv_misd_count_0,days_b_screening_arrest_lt_-3,25 - 45,white,priors_count_1,juv_other_count_0
Female,c_days_from_compas_29+,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_4-6,juv_other_count_1
Female,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_-1,Less than 25,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_8-14,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,white,priors_count_7-9,juv_other_count_2+
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_4-6,juv_other_count_0
Male,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_1,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,Greater than 45,white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_0,25 - 45,non_white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_15-21,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-1,25 - 45,non_white,priors_count_7-9,juv_other_count_0
Male,c_days_from_compas_0,0,juv_fel_count_0,M,juv_misd_count_0,days_b_screening_arrest_1+,Greater than 45,non_white,priors_count_15+,juv_other_count_0
Female,c_days_from_compas_2-7,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-2,Less than 25,non_white,priors_count_0,juv_other_count_0
Female,c_days_from_compas_1,0,juv_fel_count_0,F,juv_misd_count_0,days_b_screening_arrest_-2,Greater than 45,white,priors_count_1,juv_other_count_0
