sex,priors_count_cat,juv_fel_count_cat,race_cat,age_cat,c_charge_degree,juv_other_count_cat,two_year_recid,juv_misd_count_cat,days_b_screening_arrest_cat,c_days_from_compas_cat
Male,priors_count_0,juv_fel_count_1+,white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_15+,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_2-7
Female,priors_count_7-9,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_2+,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Female,priors_count_0,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_4-6,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_1+,c_days_from_compas_15-21
Male,priors_count_4-6,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_-2,c_days_from_compas_2-7
Male,priors_count_4-6,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_1+,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_15-21
Female,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,priors_count_2-3,juv_fel_count_1+,non_white,Greater than 45,M,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_-1,c_days_from_compas_29+
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_2+,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_15+,juv_fel_count_1+,non_white,25 - 45,F,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-2,c_days_from_compas_2-7
Male,priors_count_2-3,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_1,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_1+,non_white,Less than 25,M,juv_other_count_0,0,juv_misd_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_2+,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_1+,non_white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_2-3,juv_fel_count_0,white,Less than 25,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_15-21
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-2,c_days_from_compas_2-7
Male,priors_count_1,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_1+,c_days_from_compas_22-28
Male,priors_count_1,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_2-7
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_2-3,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,white,25 - 45,M,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Female,priors_count_0,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_8-14
Male,priors_count_2-3,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_4-6,juv_fel_count_0,white,Greater than 45,F,juv_other_count_1,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_2+,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_1+,non_white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_1+,non_white,Greater than 45,M,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_1+,non_white,25 - 45,F,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_-1,c_days_from_compas_15-21
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_15-21
Male,priors_count_1,juv_fel_count_1+,white,Less than 25,F,juv_other_count_0,0,juv_misd_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_0,white,Less than 25,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,missing
Male,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_1,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_0
Male,priors_count_7-9,juv_fel_count_1+,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_1,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,Less than 25,M,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_4-6,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14
Female,priors_count_2-3,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_2+,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14
Female,priors_count_4-6,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_1+,non_white,Less than 25,F,juv_other_count_0,0,cjuv_misd_count_2+,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Female,priors_count_2-3,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_0
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Female,priors_count_7-9,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_1+,c_days_from_compas_29+
Male,priors_count_2-3,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,priors_count_7-9,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_2-3,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_1,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_8-14
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_15+,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14
Male,priors_count_2-3,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-2,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Female,priors_count_1,juv_fel_count_0,white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_0
Female,priors_count_1,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Female,priors_count_0,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_0,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_1+,c_days_from_compas_0
Female,priors_count_2-3,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_lt_-3,missing
Female,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,1,cjuv_misd_count_2+,days_b_screening_arrest_1+,missing
Male,priors_count_2-3,juv_fel_count_0,white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,M,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_29+
Male,priors_count_4-6,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_2+,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Greater than 45,F,juv_other_count_2+,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_2-7
Male,priors_count_1,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,priors_count_1,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_1,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_4-6,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_15-21
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_10-15,juv_fel_count_0,white,25 - 45,F,juv_other_count_1,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Female,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_2-3,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_1,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_15+,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_4-6,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,1,cjuv_misd_count_2+,days_b_screening_arrest_1+,c_days_from_compas_29+
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Male,priors_count_0,juv_fel_count_0,white,Greater than 45,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_1,juv_fel_count_0,non_white,Greater than 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_29+
Female,priors_count_1,juv_fel_count_0,white,Greater than 45,M,juv_other_count_1,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_0,white,Less than 25,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28
Male,priors_count_10-15,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_0,1,cjuv_misd_count_2+,days_b_screening_arrest_-2,c_days_from_compas_8-14
Male,priors_count_4-6,juv_fel_count_0,non_white,Less than 25,F,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7
Male,priors_count_2-3,juv_fel_count_0,non_white,25 - 45,M,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
Female,priors_count_4-6,juv_fel_count_1+,non_white,Less than 25,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_-1,c_days_from_compas_1
Male,priors_count_0,juv_fel_count_0,white,25 - 45,F,juv_other_count_0,1,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_1
Male,priors_count_7-9,juv_fel_count_0,non_white,Less than 25,M,juv_other_count_0,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_8-14
Male,priors_count_7-9,juv_fel_count_0,non_white,25 - 45,F,juv_other_count_1,0,juv_misd_count_0,days_b_screening_arrest_0,c_days_from_compas_0
