fam_inc,lsat_bin,race,admit,ugpa_bin,male
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
2.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,0.0
4.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,0.0
3.0,lsat_39_43,Non-White,0,ugpa_3.5_3.75,1.0
3.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_31_35,Non-White,0,ugpa_3.5_3.75,1.0
2.0,lsat_39_43,White,1,ugpa_3.5_3.75,0.0
3.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_39_43,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_43_47,White,1,ugpa_3.25_3.5,0.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,1.0
2.0,lsat_11_15,White,0,ugpa_1.5_1.75,1.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
5.0,lsat_43_47,White,1,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
2.0,lsat_35_39,Non-White,0,ugpa_3.0_3.25,0.0
3.0,lsat_43_47,White,1,ugpa_3.75_4.0,0.0
4.0,lsat_35_39,White,1,ugpa_3.25_3.5,1.0
3.0,lsat_19_23,White,0,ugpa_2.0_2.25,0.0
4.0,lsat_27_31,Non-White,0,ugpa_3.0_3.25,0.0
3.0,lsat_35_39,Non-White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,White,0,ugpa_2.25_2.5,1.0
5.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
1.0,lsat_43_47,Non-White,1,ugpa_3.75_4.0,0.0
4.0,lsat_39_43,White,0,ugpa_1.5_1.75,1.0
4.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,0.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
5.0,lsat_39_43,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_27_31,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_27_31,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_39_43,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_27_31,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_27_31,White,1,ugpa_3.5_3.75,0.0
4.0,lsat_31_35,Non-White,0,ugpa_2.75_3.0,1.0
3.0,lsat_11_15,White,1,ugpa_1.75_2.0,0.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
5.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_39_43,Non-White,0,ugpa_2.5_2.75,1.0
4.0,lsat_31_35,White,0,ugpa_2.0_2.25,0.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_27_31,Non-White,0,ugpa_3.5_3.75,1.0
3.0,lsat_27_31,Non-White,0,ugpa_2.5_2.75,1.0
3.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_19_23,White,0,ugpa_3.75_4.0,0.0
5.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_23_27,White,0,ugpa_1.75_2.0,1.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
5.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,1.0
4.0,lsat_35_39,White,0,ugpa_3.5_3.75,1.0
2.0,lsat_23_27,White,1,ugpa_3.0_3.25,0.0
2.0,lsat_39_43,White,0,ugpa_3.5_3.75,1.0
3.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,0.0
4.0,lsat_31_35,Non-White,0,ugpa_3.75_4.0,1.0
4.0,lsat_43_47,White,1,ugpa_3.25_3.5,0.0
3.0,lsat_27_31,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,1.0
2.0,lsat_27_31,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,Non-White,0,ugpa_3.0_3.25,1.0
4.0,lsat_35_39,White,0,ugpa_3.5_3.75,1.0
4.0,lsat_43_47,White,1,ugpa_3.5_3.75,0.0
4.0,lsat_27_31,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,Non-White,0,ugpa_2.5_2.75,0.0
3.0,lsat_35_39,White,0,ugpa_2.0_2.25,1.0
5.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_27_31,Non-White,0,ugpa_2.75_3.0,1.0
2.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,0.0
4.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
5.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
1.0,lsat_39_43,Non-White,0,ugpa_2.5_2.75,1.0
4.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,0.0
4.0,lsat_23_27,White,0,ugpa_1.75_2.0,0.0
3.0,lsat_43_47,White,1,ugpa_3.75_4.0,1.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_31_35,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_35_39,Non-White,0,ugpa_2.0_2.25,0.0
3.0,lsat_31_35,White,0,ugpa_2.5_2.75,1.0
4.0,lsat_43_47,White,1,ugpa_3.25_3.5,0.0
5.0,lsat_31_35,Non-White,0,ugpa_2.5_2.75,0.0
3.0,lsat_39_43,White,1,ugpa_3.25_3.5,1.0
4.0,lsat_35_39,Non-White,0,ugpa_3.75_4.0,1.0
4.0,lsat_43_47,White,0,ugpa_2.5_2.75,1.0
4.0,lsat_31_35,White,0,ugpa_3.5_3.75,1.0
4.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_31_35,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_31_35,White,0,ugpa_2.5_2.75,1.0
2.0,lsat_27_31,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_39_43,White,0,ugpa_3.75_4.0,1.0
5.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
5.0,lsat_31_35,Non-White,0,ugpa_3.5_3.75,0.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_43_47,Non-White,1,ugpa_3.75_4.0,1.0
4.0,lsat_39_43,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_39_43,Non-White,0,ugpa_3.5_3.75,1.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_39_43,White,0,ugpa_2.75_3.0,0.0
2.0,lsat_23_27,Non-White,0,ugpa_2.25_2.5,1.0
3.0,lsat_43_47,White,1,ugpa_3.25_3.5,1.0
2.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
2.0,lsat_23_27,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_23_27,White,0,ugpa_3.0_3.25,1.0
2.0,lsat_15_19,Non-White,0,ugpa_3.25_3.5,0.0
3.0,lsat_23_27,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_27_31,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_43_47,White,1,ugpa_2.75_3.0,1.0
4.0,lsat_27_31,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
2.0,lsat_39_43,Non-White,0,ugpa_3.5_3.75,1.0
3.0,lsat_31_35,Non-White,0,ugpa_3.0_3.25,0.0
2.0,lsat_23_27,Non-White,0,ugpa_3.0_3.25,1.0
4.0,lsat_39_43,Non-White,0,ugpa_3.5_3.75,1.0
4.0,lsat_39_43,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_27_31,Non-White,0,ugpa_2.25_2.5,1.0
4.0,lsat_23_27,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_23_27,White,0,ugpa_2.5_2.75,1.0
4.0,lsat_43_47,White,1,ugpa_3.75_4.0,0.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_27_31,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_39_43,White,1,ugpa_3.0_3.25,1.0
5.0,lsat_31_35,White,0,ugpa_3.25_3.5,0.0
4.0,lsat_43_47,White,1,ugpa_3.75_4.0,0.0
3.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_39_43,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_19_23,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_23_27,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_43_47,White,1,ugpa_2.75_3.0,1.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
2.0,lsat_11_15,Non-White,1,ugpa_3.5_3.75,1.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
5.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
5.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
1.0,lsat_23_27,Non-White,0,ugpa_3.75_4.0,1.0
3.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,0.0
3.0,lsat_11_15,White,1,ugpa_2.0_2.25,1.0
3.0,lsat_43_47,White,1,ugpa_3.75_4.0,0.0
2.0,lsat_43_47,White,1,ugpa_3.75_4.0,1.0
3.0,lsat_23_27,White,0,ugpa_2.5_2.75,1.0
4.0,lsat_35_39,Non-White,0,ugpa_3.75_4.0,0.0
5.0,lsat_35_39,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_43_47,Non-White,1,ugpa_3.75_4.0,0.0
3.0,lsat_39_43,White,0,ugpa_3.5_3.75,1.0
4.0,lsat_27_31,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_43_47,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_31_35,Non-White,0,ugpa_2.5_2.75,1.0
3.0,lsat_27_31,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_15_19,White,1,ugpa_2.25_2.5,1.0
5.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
5.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,0.0
4.0,lsat_35_39,Non-White,0,ugpa_2.25_2.5,1.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_39_43,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_27_31,White,0,ugpa_2.5_2.75,0.0
3.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_27_31,Non-White,0,ugpa_3.0_3.25,1.0
4.0,lsat_27_31,White,0,ugpa_2.25_2.5,0.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
2.0,lsat_39_43,Non-White,0,ugpa_2.5_2.75,0.0
5.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
2.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,0.0
5.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,0.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_39_43,Non-White,0,ugpa_2.75_3.0,1.0
5.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_27_31,White,0,ugpa_1.75_2.0,0.0
3.0,lsat_35_39,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_35_39,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_39_43,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,0.0
1.0,lsat_35_39,Non-White,0,ugpa_3.75_4.0,0.0
2.0,lsat_27_31,White,0,ugpa_2.75_3.0,0.0
5.0,lsat_35_39,White,0,ugpa_3.25_3.5,0.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
5.0,lsat_23_27,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_35_39,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_43_47,White,1,ugpa_3.75_4.0,1.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,0.0
4.0,lsat_19_23,White,0,ugpa_2.0_2.25,1.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_39_43,White,1,ugpa_3.5_3.75,1.0
2.0,lsat_19_23,Non-White,0,ugpa_2.5_2.75,1.0
3.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,0.0
3.0,lsat_31_35,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_35_39,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_39_43,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_31_35,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_23_27,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_39_43,Non-White,0,ugpa_3.5_3.75,1.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_39_43,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_11_15,Non-White,1,ugpa_3.25_3.5,0.0
4.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
3.0,lsat_23_27,White,0,ugpa_2.75_3.0,1.0
2.0,lsat_39_43,Non-White,0,ugpa_3.5_3.75,0.0
3.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,0.0
4.0,lsat_43_47,White,1,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,Non-White,0,ugpa_2.5_2.75,0.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
4.0,lsat_23_27,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_23_27,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_19_23,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_43_47,White,1,ugpa_3.5_3.75,0.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_27_31,Non-White,0,ugpa_3.75_4.0,0.0
4.0,lsat_35_39,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_23_27,White,0,ugpa_2.5_2.75,1.0
5.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_39_43,White,0,ugpa_2.5_2.75,0.0
4.0,lsat_31_35,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_39_43,Non-White,0,ugpa_2.75_3.0,1.0
4.0,lsat_35_39,White,0,ugpa_3.25_3.5,0.0
2.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,1.0
5.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_31_35,White,0,ugpa_3.5_3.75,1.0
3.0,lsat_43_47,White,1,ugpa_3.5_3.75,0.0
3.0,lsat_27_31,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_27_31,White,0,ugpa_3.5_3.75,1.0
4.0,lsat_39_43,White,0,ugpa_3.75_4.0,1.0
4.0,lsat_43_47,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_35_39,White,0,ugpa_2.5_2.75,0.0
3.0,lsat_39_43,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.0_3.25,1.0
5.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
5.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_39_43,White,0,ugpa_2.75_3.0,1.0
1.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
2.0,lsat_27_31,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_23_27,White,0,ugpa_2.5_2.75,0.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_39_43,White,0,ugpa_2.75_3.0,1.0
3.0,lsat_39_43,Non-White,0,ugpa_3.75_4.0,0.0
3.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
5.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,0.0
5.0,lsat_35_39,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_31_35,Non-White,0,ugpa_2.75_3.0,1.0
5.0,lsat_35_39,White,0,ugpa_3.5_3.75,1.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,0.0
2.0,lsat_39_43,Non-White,1,ugpa_3.5_3.75,1.0
3.0,lsat_23_27,White,1,ugpa_3.25_3.5,1.0
3.0,lsat_31_35,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.0_3.25,0.0
5.0,lsat_43_47,White,1,ugpa_3.5_3.75,0.0
4.0,lsat_35_39,White,0,ugpa_3.75_4.0,0.0
3.0,lsat_35_39,Non-White,0,ugpa_3.5_3.75,1.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_31_35,White,0,ugpa_3.75_4.0,1.0
3.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
2.0,lsat_31_35,White,0,ugpa_2.5_2.75,1.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,0.0
2.0,lsat_39_43,Non-White,0,ugpa_2.75_3.0,0.0
5.0,lsat_35_39,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_39_43,White,0,ugpa_2.25_2.5,0.0
4.0,lsat_27_31,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_23_27,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_43_47,White,1,ugpa_2.5_2.75,0.0
4.0,lsat_27_31,White,0,ugpa_2.5_2.75,0.0
3.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,0.0
4.0,lsat_35_39,White,0,ugpa_3.75_4.0,1.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
4.0,lsat_31_35,Non-White,0,ugpa_3.0_3.25,1.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
4.0,lsat_31_35,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_23_27,Non-White,0,ugpa_3.25_3.5,0.0
2.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,0.0
4.0,lsat_31_35,White,0,ugpa_2.25_2.5,1.0
3.0,lsat_39_43,White,1,ugpa_3.5_3.75,0.0
4.0,lsat_35_39,White,0,ugpa_3.5_3.75,1.0
3.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,0.0
4.0,lsat_39_43,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_27_31,White,0,ugpa_2.25_2.5,1.0
5.0,lsat_39_43,White,0,ugpa_3.75_4.0,1.0
4.0,lsat_31_35,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_39_43,White,0,ugpa_3.75_4.0,0.0
3.0,lsat_27_31,Non-White,0,ugpa_3.5_3.75,1.0
3.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_27_31,White,0,ugpa_2.75_3.0,0.0
3.0,lsat_19_23,White,0,ugpa_2.25_2.5,1.0
2.0,lsat_35_39,White,0,ugpa_3.75_4.0,1.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,0.0
4.0,lsat_31_35,White,0,ugpa_2.25_2.5,1.0
2.0,lsat_31_35,Non-White,0,ugpa_2.25_2.5,0.0
4.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_31_35,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_31_35,White,0,ugpa_3.75_4.0,0.0
3.0,lsat_31_35,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_15_19,White,0,ugpa_1.75_2.0,1.0
4.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,1.0
3.0,lsat_31_35,White,0,ugpa_3.75_4.0,1.0
4.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
5.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,0.0
5.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_23_27,White,0,ugpa_3.75_4.0,1.0
4.0,lsat_27_31,White,0,ugpa_2.5_2.75,1.0
2.0,lsat_15_19,Non-White,1,ugpa_2.25_2.5,1.0
2.0,lsat_35_39,Non-White,0,ugpa_3.5_3.75,1.0
1.0,lsat_19_23,White,1,ugpa_3.25_3.5,0.0
4.0,lsat_43_47,White,0,ugpa_3.0_3.25,1.0
2.0,lsat_27_31,Non-White,0,ugpa_2.75_3.0,1.0
4.0,lsat_43_47,White,1,ugpa_3.25_3.5,1.0
4.0,lsat_35_39,Non-White,0,ugpa_3.0_3.25,1.0
4.0,lsat_39_43,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_27_31,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_39_43,Non-White,0,ugpa_3.0_3.25,1.0
3.0,lsat_43_47,White,1,ugpa_3.0_3.25,1.0
4.0,lsat_27_31,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_39_43,White,0,ugpa_3.25_3.5,1.0
3.0,lsat_19_23,White,0,ugpa_2.75_3.0,1.0
5.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
4.0,lsat_31_35,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_31_35,Non-White,0,ugpa_3.25_3.5,1.0
4.0,lsat_35_39,White,0,ugpa_3.75_4.0,0.0
4.0,lsat_35_39,Non-White,0,ugpa_2.75_3.0,1.0
3.0,lsat_39_43,White,0,ugpa_3.25_3.5,0.0
3.0,lsat_31_35,White,0,ugpa_3.5_3.75,1.0
1.0,lsat_15_19,White,0,ugpa_1.5_1.75,0.0
4.0,lsat_43_47,White,1,ugpa_3.25_3.5,1.0
3.0,lsat_31_35,White,0,ugpa_2.5_2.75,0.0
2.0,lsat_39_43,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,White,0,ugpa_3.5_3.75,0.0
2.0,lsat_19_23,Non-White,1,ugpa_3.0_3.25,1.0
3.0,lsat_27_31,White,0,ugpa_2.5_2.75,1.0
4.0,lsat_39_43,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_39_43,White,0,ugpa_3.0_3.25,0.0
2.0,lsat_23_27,White,0,ugpa_1.75_2.0,1.0
4.0,lsat_23_27,White,0,ugpa_2.5_2.75,0.0
3.0,lsat_19_23,White,0,ugpa_3.5_3.75,0.0
3.0,lsat_39_43,White,0,ugpa_2.25_2.5,0.0
4.0,lsat_35_39,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_35_39,White,0,ugpa_3.0_3.25,1.0
2.0,lsat_15_19,Non-White,0,ugpa_3.25_3.5,1.0
3.0,lsat_23_27,White,0,ugpa_3.25_3.5,1.0
2.0,lsat_39_43,Non-White,0,ugpa_2.75_3.0,1.0
4.0,lsat_43_47,White,1,ugpa_3.75_4.0,1.0
4.0,lsat_39_43,White,0,ugpa_2.5_2.75,0.0
4.0,lsat_39_43,Non-White,0,ugpa_3.25_3.5,1.0
3.0,lsat_19_23,White,1,ugpa_2.25_2.5,1.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,0.0
4.0,lsat_31_35,White,0,ugpa_3.0_3.25,1.0
3.0,lsat_35_39,White,0,ugpa_2.75_3.0,1.0
4.0,lsat_35_39,White,0,ugpa_3.75_4.0,1.0
5.0,lsat_23_27,White,0,ugpa_3.25_3.5,1.0
4.0,lsat_23_27,White,0,ugpa_2.5_2.75,1.0
3.0,lsat_31_35,Non-White,0,ugpa_2.75_3.0,1.0
3.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
3.0,lsat_31_35,White,1,ugpa_2.75_3.0,1.0
4.0,lsat_23_27,White,0,ugpa_3.0_3.25,0.0
3.0,lsat_39_43,White,0,ugpa_2.25_2.5,1.0
4.0,lsat_23_27,White,0,ugpa_2.25_2.5,0.0
4.0,lsat_35_39,Non-White,0,ugpa_3.0_3.25,0.0
4.0,lsat_35_39,Non-White,0,ugpa_3.25_3.5,1.0
